hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
1717,2015-11-21,569,15,811,916,98653,False
1156,2015-11-21,393,39,815,909,47478,False
760,2015-11-21,256,23,820,907,95713,False
787,2015-11-24,266,24,820,901,75307,False
2927,2015-11-28,969,33,801,923,75543,False
1383,2015-12-02,460,39,811,920,122493,False
2694,2015-12-06,895,35,813,910,31328,True
694,2015-12-10,238,19,819,926,99267,False
1120,2015-12-12,380,23,811,905,79576,False
2328,2015-12-14,777,32,804,924,112069,False
1485,2015-12-15,492,21,812,903,55488,False
2180,2015-12-18,726,10,800,925,34914,False
685,2015-12-18,235,16,814,919,89789,False
1128,2015-12-18,383,10,815,904,70368,False
270,2015-12-20,93,12,809,912,90739,False
1603,2015-12-25,531,35,803,902,113147,True
1256,2015-12-26,422,34,819,921,78645,False
804,2015-12-28,271,33,818,912,40200,False
2813,2015-12-28,931,18,800,916,72393,False
2598,2016-01-03,865,38,816,909,47029,False
167,2016-01-05,56,35,812,900,62663,False
1906,2016-01-06,632,19,804,925,73364,False
494,2016-01-12,166,38,810,903,33596,False
2623,2016-01-13,874,33,815,923,109971,False
1627,2016-01-15,539,16,811,904,99828,False
2890,2016-01-16,957,19,801,923,58832,False
720,2016-01-16,245,22,810,902,100686,False
2295,2016-01-18,766,24,802,909,46062,False
2962,2016-01-20,982,40,807,920,72146,False
1875,2016-01-21,622,39,811,908,93902,False
690,2016-01-22,237,29,817,916,45573,False
1357,2016-01-24,452,29,810,920,119267,False
2046,2016-01-24,683,32,812,909,108611,True
2793,2016-01-25,926,37,817,925,38969,False
545,2016-01-27,183,33,815,908,80656,False
2118,2016-01-28,707,19,811,905,84408,False
1698,2016-01-29,562,14,816,914,118981,False
1231,2016-02-01,414,13,817,905,32010,False
2185,2016-02-02,729,34,801,904,77931,False
1207,2016-02-03,406,10,817,918,65002,False
2348,2016-02-05,783,38,818,901,30755,False
1594,2016-02-05,528,14,813,904,98136,False
1083,2016-02-05,368,35,815,903,118552,False
1056,2016-02-10,357,36,818,924,29832,False
1646,2016-02-10,543,39,817,920,47436,False
2837,2016-02-14,939,26,818,908,70946,False
1792,2016-02-18,596,14,801,926,84547,False
2946,2016-02-21,977,38,807,903,38922,False
1631,2016-02-26,540,28,818,909,49712,False
319,2016-02-28,107,36,812,925,97576,False
981,2016-03-03,330,33,801,917,51053,False
1851,2016-03-06,613,23,802,912,44683,False
1804,2016-03-10,600,39,807,921,64520,False
1528,2016-03-11,507,27,810,925,39136,False
1519,2016-03-11,504,33,812,920,61730,False
1433,2016-03-12,476,13,816,915,54121,False
2809,2016-03-14,930,34,814,918,114328,False
2162,2016-03-16,720,29,803,900,73668,False
2174,2016-03-21,724,27,820,914,67363,False
2628,2016-03-21,875,24,817,902,88850,False
315,2016-03-22,105,40,813,910,94413,False
1292,2016-03-24,432,10,808,906,68498,False
2032,2016-03-26,678,21,812,925,87204,False
1777,2016-03-28,591,20,819,925,78984,False
1499,2016-03-31,497,10,808,921,73664,False
1706,2016-04-01,564,13,818,921,99701,False
1991,2016-04-01,663,34,805,915,28854,False
2983,2016-04-06,987,17,807,913,121751,False
2883,2016-04-06,955,30,817,915,31943,False
2072,2016-04-07,693,30,814,913,104674,False
2605,2016-04-08,867,30,814,905,59113,False
2442,2016-04-08,813,23,801,902,67058,False
2526,2016-04-08,841,27,815,912,113151,False
1160,2016-04-11,394,33,814,905,51882,False
1525,2016-04-12,505,19,805,926,53859,False
1508,2016-04-13,500,25,808,916,98745,False
641,2016-04-14,220,31,811,914,59502,False
2117,2016-04-14,706,30,812,923,45846,False
658,2016-04-14,226,15,818,925,35128,False
2207,2016-04-15,735,24,806,916,30268,False
1492,2016-04-16,494,37,808,922,60421,False
2774,2016-04-16,920,16,806,917,30151,False
197,2016-04-16,67,15,808,922,71923,False
2130,2016-04-21,710,31,817,902,72347,False
1761,2016-04-25,584,27,811,900,113177,False
3011,2016-04-30,996,23,815,900,93678,False
2158,2016-05-02,718,28,800,904,76378,False
1506,2016-05-03,499,14,806,913,105161,False
2681,2016-05-06,891,12,809,906,83696,False
2271,2016-05-06,756,19,804,908,87890,False
2029,2016-05-07,677,40,815,923,107278,False
30,2016-05-07,11,38,801,925,74874,False
2507,2016-05-07,836,18,820,918,86961,False
2250,2016-05-08,747,39,802,904,50259,False
443,2016-05-08,148,13,805,914,96619,False
2713,2016-05-10,901,30,815,905,36299,False
617,2016-05-11,211,26,801,917,88965,False
874,2016-05-11,296,15,810,910,83905,False
2665,2016-05-12,886,31,811,924,83094,False
1709,2016-05-13,566,19,812,915,52123,False
2685,2016-05-14,893,32,818,916,89982,False
262,2016-05-16,90,29,804,921,91320,False
1620,2016-05-17,537,13,804,909,62340,False
1710,2016-05-19,567,23,804,920,30838,False
1965,2016-05-23,653,13,804,925,62406,False
1035,2016-05-23,350,30,809,913,51510,False
1455,2016-05-25,484,27,803,921,99875,False
2269,2016-05-28,754,29,803,926,29436,False
207,2016-05-28,70,23,800,914,40115,False
1368,2016-05-29,456,12,805,918,99938,False
24,2016-05-30,10,14,815,917,49643,False
2757,2016-06-02,914,37,809,916,113209,False
1263,2016-06-04,424,40,810,920,122035,False
1702,2016-06-05,563,29,817,926,102130,False
513,2016-06-05,174,15,800,922,103082,False
2792,2016-06-06,925,16,814,901,100354,True
1078,2016-06-09,366,36,811,911,104541,True
2745,2016-06-09,910,19,818,906,88777,False
2957,2016-06-12,980,24,819,917,34490,False
225,2016-06-12,76,29,802,909,101259,False
1829,2016-06-13,607,29,817,900,30767,False
1217,2016-06-13,410,40,816,925,97355,False
1541,2016-06-13,511,13,804,913,67725,False
1749,2016-06-15,581,29,812,915,114190,False
2582,2016-06-16,858,26,817,913,33616,False
1268,2016-06-17,425,25,807,922,91905,False
1052,2016-06-17,354,12,813,922,42643,False
1500,2016-06-17,498,20,811,923,75367,False
2301,2016-06-18,768,33,802,915,41349,False
2698,2016-06-19,897,26,806,920,116517,False
1424,2016-06-19,473,37,810,904,58385,False
1718,2016-06-20,569,15,804,916,103351,False
1151,2016-06-21,392,21,803,926,76163,False
1178,2016-06-21,399,38,809,923,79166,False
1488,2016-06-22,493,13,803,925,30772,False
385,2016-06-26,130,12,805,913,86830,False
1041,2016-06-27,351,37,811,905,114661,False
1486,2016-06-28,492,21,806,903,58130,False
1515,2016-06-28,502,18,801,920,60637,False
1726,2016-06-29,572,30,818,917,54179,False
1779,2016-06-29,592,13,819,906,72490,False
2415,2016-06-30,803,19,811,921,117871,False
2492,2016-06-30,832,10,807,920,91688,False
2329,2016-07-01,777,32,804,924,117672,False
897,2016-07-02,302,39,814,918,47537,False
2460,2016-07-03,820,36,803,919,96224,False
1899,2016-07-07,630,20,811,920,82542,False
2076,2016-07-07,694,30,803,925,67962,False
2998,2016-07-08,991,31,804,901,61025,False
2920,2016-07-11,967,18,815,905,93942,False
1867,2016-07-15,619,26,814,913,115142,False
1089,2016-07-16,369,36,816,915,88180,False
2315,2016-07-17,772,13,800,905,39321,False
1854,2016-07-17,615,19,810,913,69892,False
691,2016-07-20,237,29,817,916,47743,False
2419,2016-07-21,805,12,814,919,62076,False
1157,2016-07-23,393,39,815,909,49851,False
1876,2016-07-25,622,18,811,908,98597,False
2384,2016-07-26,793,30,809,912,60046,False
2531,2016-07-26,842,35,807,922,111394,False
665,2016-07-27,229,38,817,906,62502,False
1771,2016-07-28,588,30,805,908,67403,False
562,2016-07-29,190,35,819,912,120305,False
2489,2016-07-30,831,19,808,905,83856,False
651,2016-07-31,223,33,803,917,30211,False
605,2016-08-02,207,26,807,917,117936,False
1221,2016-08-05,411,35,818,913,34376,False
2608,2016-08-06,868,38,818,919,84904,False
297,2016-08-09,100,38,801,904,75234,False
2705,2016-08-09,899,38,820,900,110170,False
2913,2016-08-15,964,18,802,919,105623,False
1647,2016-08-16,543,39,803,920,49695,False
1055,2016-08-19,356,37,808,918,73591,False
2095,2016-08-20,700,32,810,917,74373,False
239,2016-08-21,82,14,801,909,89925,False
2322,2016-08-21,774,31,804,925,94829,True
1793,2016-08-28,596,14,801,926,88774,False
1683,2016-08-28,555,23,807,921,46564,False
2406,2016-08-29,800,27,807,925,56698,False
2023,2016-08-30,674,16,809,905,41224,False
2189,2016-09-04,730,13,806,920,70034,False
459,2016-09-04,154,10,801,902,31297,False
332,2016-09-05,113,15,810,925,96202,False
1551,2016-09-05,515,34,805,915,46364,False
1978,2016-09-06,657,18,819,924,43675,False
12,2016-09-06,6,17,806,925,72814,False
2804,2016-09-08,929,24,812,918,115854,False
1915,2016-09-09,637,19,809,912,116509,False
571,2016-09-09,193,14,806,910,81633,False
2178,2016-09-09,725,23,810,914,60204,False
407,2016-09-09,136,21,800,915,41703,False
1138,2016-09-11,386,27,820,925,85670,False
1200,2016-09-13,404,30,816,909,87106,False
1837,2016-09-13,610,13,818,925,79265,False
2848,2016-09-15,943,19,805,924,87234,False
2274,2016-09-18,758,32,802,915,38108,False
2760,2016-09-19,915,17,801,903,31719,False
2928,2016-09-19,969,33,801,923,79320,False
1026,2016-09-19,348,39,811,912,49760,False
2517,2016-09-22,839,32,802,926,48849,False
2629,2016-09-22,875,24,805,905,93292,False
884,2016-09-23,299,16,810,915,96632,False
1972,2016-09-24,655,33,804,904,107619,False
229,2016-09-26,77,12,809,925,41256,False
750,2016-09-28,253,12,820,926,79097,False
2362,2016-09-28,787,31,800,907,118233,False
723,2016-09-30,246,34,803,903,38287,False
1859,2016-10-02,617,12,811,920,101289,False
2459,2016-10-05,819,11,814,906,29911,False
488,2016-10-07,163,35,809,926,119341,False
835,2016-10-09,281,20,802,917,97856,False
2947,2016-10-09,977,38,807,903,40868,False
2988,2016-10-13,988,15,819,913,131785,False
2253,2016-10-13,748,13,808,907,59360,False
2145,2016-10-13,714,17,812,906,130194,False
721,2016-10-13,245,22,810,902,105720,False
2092,2016-10-14,699,40,805,910,30087,False
1836,2016-10-15,609,18,803,926,81402,False
1572,2016-10-17,521,38,812,907,58138,False
1832,2016-10-23,608,39,811,910,82184,False
1819,2016-10-23,603,23,808,919,81737,False
1957,2016-10-23,650,24,811,923,59367,False
2033,2016-10-25,678,21,812,925,91357,False
231,2016-10-26,78,15,819,925,49697,False
2968,2016-10-26,983,12,807,912,89849,False
2852,2016-10-29,945,10,817,900,44311,False
2183,2016-10-30,728,23,803,917,109040,False
1628,2016-11-02,539,16,804,904,104582,False
1509,2016-11-02,500,32,808,916,103447,False
121,2016-11-03,40,17,809,922,68308,False
1857,2016-11-03,616,26,815,900,69640,False
293,2016-11-03,99,28,812,906,79291,False
2855,2016-11-03,946,30,813,902,47303,False
1590,2016-11-04,527,16,811,913,91127,False
807,2016-11-08,272,19,816,901,73345,False
2823,2016-11-09,934,21,808,924,67595,False
1386,2016-11-10,461,36,813,908,118680,False
2650,2016-11-11,881,28,804,910,107552,False
1596,2016-11-11,529,29,812,906,73624,False
1311,2016-11-12,438,27,806,910,56462,False
2735,2016-11-16,908,34,818,923,73645,False
183,2016-11-17,63,25,816,909,92437,False
1805,2016-11-17,600,39,817,921,67746,False
516,2016-11-18,175,30,802,926,115821,False
2794,2016-11-20,926,37,817,925,40917,False
3012,2016-11-24,996,23,815,900,98361,False
2666,2016-11-27,886,31,803,924,87051,False
2119,2016-12-02,707,19,811,905,88628,False
1301,2016-12-06,435,15,816,912,118177,False
1632,2016-12-07,540,28,818,909,52197,False
741,2016-12-15,250,34,809,911,70610,False
591,2016-12-16,201,37,801,925,66085,False
2037,2016-12-16,680,39,816,904,115643,False
1121,2016-12-19,380,23,811,905,83554,False
1014,2016-12-19,344,36,804,905,59182,False
2746,2016-12-22,911,13,802,909,30976,False
99,2016-12-22,33,33,816,920,63400,False
2862,2016-12-24,949,13,817,906,50616,False
1668,2016-12-24,551,29,808,916,107619,False
2125,2016-12-25,709,38,814,922,51264,False
1890,2016-12-26,628,19,808,922,85619,False
1269,2016-12-26,425,25,807,922,96082,False
213,2016-12-26,72,40,820,915,88811,False
1982,2016-12-27,660,11,819,908,100348,False
2035,2016-12-27,679,28,800,904,95976,False
2073,2016-12-29,693,30,814,913,109907,False
48,2016-12-29,17,13,809,909,126446,False
2243,2017-01-01,745,10,820,920,91559,False
695,2017-01-02,238,19,800,926,104230,False
2110,2017-01-02,704,31,800,902,67396,False
2450,2017-01-03,816,13,814,910,43917,False
1699,2017-01-03,562,14,816,914,124930,False
1133,2017-01-04,385,18,805,916,92597,False
1335,2017-01-05,445,38,819,923,84633,False
397,2017-01-06,134,31,817,900,88505,False
2814,2017-01-08,931,18,811,916,75840,False
2213,2017-01-08,736,30,815,909,54050,False
2638,2017-01-08,877,10,805,920,42097,True
934,2017-01-10,312,35,816,925,32337,False
2266,2017-01-11,753,37,810,906,93482,False
103,2017-01-14,34,25,806,911,61862,False
1470,2017-01-14,488,40,813,921,104141,False
88,2017-01-14,29,11,808,912,70906,False
1731,2017-01-14,573,20,805,921,117786,False
1384,2017-01-18,460,17,811,920,128326,False
2922,2017-01-18,968,15,808,922,87326,False
2340,2017-01-19,780,38,820,925,93136,False
1066,2017-01-19,361,21,806,910,56960,False
2151,2017-01-21,716,27,810,905,61619,False
2758,2017-01-22,914,37,809,916,118869,False
1053,2017-01-22,354,12,815,903,44775,True
947,2017-01-26,317,38,803,922,52151,False
1887,2017-01-30,626,20,818,920,30635,False
805,2017-02-02,271,33,818,912,42114,False
2490,2017-02-02,831,19,808,914,88048,False
1664,2017-02-05,550,18,800,915,114754,False
1358,2017-02-05,452,29,810,920,125230,False
618,2017-02-05,211,26,801,917,93201,False
1218,2017-02-08,410,40,816,905,102222,False
2728,2017-02-10,905,15,801,926,33828,False
1750,2017-02-12,581,40,812,915,119899,False
1621,2017-02-13,537,13,815,909,65457,False
1774,2017-02-15,589,40,808,908,31617,True
686,2017-02-16,235,16,813,919,94278,False
1711,2017-02-17,567,23,807,920,32379,False
2456,2017-02-17,818,29,820,915,104854,False
1414,2017-02-17,470,30,810,912,81924,False
2838,2017-02-18,939,26,818,900,74493,False
31,2017-02-18,12,13,803,921,84498,False
2999,2017-02-18,991,31,815,901,64076,False
2508,2017-02-18,836,18,807,908,91309,False
1489,2017-02-21,493,31,816,925,32310,False
1651,2017-02-21,545,33,811,926,98458,False
2131,2017-02-21,710,31,817,902,75964,False
110,2017-02-23,36,16,815,908,105278,False
2879,2017-02-27,954,36,815,915,109054,False
2974,2017-02-28,985,30,805,921,108215,False
495,2017-03-03,166,38,818,903,35275,False
2499,2017-03-03,834,15,803,923,68152,False
788,2017-03-03,266,24,820,901,79072,False
1560,2017-03-08,517,18,803,903,38198,False
2532,2017-03-08,842,35,807,923,116963,False
2057,2017-03-09,688,14,807,924,30191,False
1369,2017-03-09,456,12,802,918,104934,False
2624,2017-03-10,874,33,815,923,115469,False
1992,2017-03-10,663,34,805,915,30296,False
2024,2017-03-11,674,16,809,904,43285,False
271,2017-03-13,93,12,809,912,95275,False
1595,2017-03-21,528,14,813,904,102809,False
2630,2017-03-21,875,24,805,905,97735,False
492,2017-03-22,165,36,812,911,117952,False
1122,2017-03-23,381,18,805,901,80564,False
444,2017-03-24,148,13,811,914,101011,False
92,2017-03-27,30,36,800,919,47973,False
761,2017-03-28,256,23,820,907,100498,False
57,2017-03-28,20,36,814,911,68001,False
2186,2017-03-30,729,34,801,922,81827,False
2921,2017-03-31,967,18,815,905,98639,False
710,2017-03-31,243,26,800,923,36993,False
1581,2017-03-31,524,17,814,925,93020,False
2599,2017-04-01,865,38,816,909,49380,False
168,2017-04-03,56,35,811,900,65796,False
2385,2017-04-04,793,30,807,912,63048,False
1727,2017-04-05,572,30,814,917,56887,False
2275,2017-04-05,758,32,802,915,39923,False
2025,2017-04-06,675,19,805,913,63530,False
1139,2017-04-06,386,27,801,908,89953,False
2733,2017-04-07,906,10,808,909,58970,False
2420,2017-04-07,805,12,814,919,65179,False
1900,2017-04-08,630,20,811,920,86294,False
25,2017-04-10,10,14,815,917,52125,False
2984,2017-04-10,987,17,807,913,127549,False
1516,2017-04-11,502,21,801,920,63668,False
1615,2017-04-14,535,12,802,900,85333,False
1142,2017-04-14,387,37,809,905,50058,False
2682,2017-04-18,891,12,806,906,87682,False
2660,2017-04-18,884,40,819,902,115803,False
2262,2017-04-18,752,15,803,901,78784,False
148,2017-04-20,49,20,808,910,115175,False
1264,2017-04-20,424,40,816,920,127846,False
2884,2017-04-21,955,30,817,915,33540,False
2069,2017-04-23,691,24,804,921,64106,False
2286,2017-04-23,763,36,812,902,82916,False
2891,2017-04-23,957,19,810,923,61773,False
998,2017-04-28,338,35,802,919,72000,False
1443,2017-04-29,479,40,803,905,106525,False
875,2017-04-29,296,15,810,910,87901,True
1703,2017-05-01,563,31,812,925,107236,False
2030,2017-05-05,677,40,815,923,112641,False
1257,2017-05-06,423,10,806,926,111681,False
819,2017-05-06,276,33,817,906,54712,False
2515,2017-05-06,838,16,804,909,88405,False
2088,2017-05-07,697,27,817,920,70189,False
2251,2017-05-07,747,39,802,904,52652,False
2254,2017-05-09,748,13,808,926,62328,False
1487,2017-05-10,492,21,815,903,60772,False
2204,2017-05-11,734,11,802,912,69996,False
1755,2017-05-13,583,13,811,923,46607,False
2179,2017-05-13,725,23,810,914,63214,False
1247,2017-05-13,420,29,816,925,69720,False
1526,2017-05-15,505,19,820,926,56424,False
680,2017-05-16,233,14,805,905,75477,False
2885,2017-05-18,956,15,804,903,33869,False
1640,2017-05-19,542,26,806,903,101525,False
2699,2017-05-20,897,26,816,920,122065,False
1542,2017-05-22,511,13,804,913,70950,False
1232,2017-05-22,414,13,817,905,33534,False
2181,2017-05-22,727,19,802,911,109688,False
2775,2017-05-26,920,16,806,917,31587,False
795,2017-05-26,269,22,817,923,61303,False
2142,2017-05-28,713,13,814,905,57041,False
2963,2017-05-29,982,40,807,920,75753,False
1806,2017-05-30,600,38,817,921,70972,False
1129,2017-06-04,383,10,815,904,73886,False
1346,2017-06-04,449,24,801,926,111203,False
836,2017-06-06,281,20,804,917,102748,False
2093,2017-06-08,699,40,809,910,31591,False
1707,2017-06-08,564,13,820,921,104449,False
2958,2017-06-08,980,24,819,917,36214,True
1430,2017-06-12,475,35,806,923,113359,False
1090,2017-06-14,369,36,816,915,92379,False
2400,2017-06-16,797,24,805,921,92681,True
1456,2017-06-17,484,39,820,921,104868,False
1629,2017-06-17,539,16,804,904,109336,False
2583,2017-06-18,858,26,817,913,35296,False
2443,2017-06-18,813,23,801,902,70251,False
1838,2017-06-19,610,13,818,925,83228,False
226,2017-06-19,76,29,802,909,106321,False
514,2017-06-20,174,15,800,922,108236,False
2330,2017-06-20,777,32,804,924,123275,False
1780,2017-06-20,592,13,819,906,75942,False
1830,2017-06-22,607,29,810,900,32305,False
1042,2017-06-24,351,37,809,905,119873,False
208,2017-06-25,70,20,812,914,42025,False
2856,2017-06-27,946,26,813,902,49668,False
1913,2017-06-27,635,38,819,905,58822,False
1496,2017-06-27,496,20,813,915,36041,False
2163,2017-06-27,720,29,812,900,77176,False
2714,2017-06-28,901,30,815,905,38113,False
1293,2017-06-30,432,36,806,906,71760,True
1222,2017-07-07,411,35,818,913,36094,False
2098,2017-07-08,701,36,807,907,57600,False
1938,2017-07-09,644,10,810,907,36352,False
2493,2017-07-11,832,10,817,920,96272,False
2706,2017-07-11,899,33,820,902,115678,False
1532,2017-07-14,509,39,812,921,42733,False
1084,2017-07-14,368,35,815,903,124479,False
2404,2017-07-15,799,36,800,913,91359,False
1648,2017-07-16,543,39,811,920,51954,False
1471,2017-07-16,488,40,813,921,108875,False
659,2017-07-19,226,15,818,925,36884,True
2836,2017-07-19,938,36,819,917,100776,False
1179,2017-07-19,399,38,809,923,83124,False
1958,2017-07-19,650,24,811,923,62335,True
2503,2017-07-21,835,23,817,900,118404,False
298,2017-07-22,100,38,801,904,78817,False
1195,2017-07-23,403,14,813,913,81648,False
1520,2017-07-24,504,33,812,920,64816,False
808,2017-07-24,272,19,812,901,76838,False
1860,2017-07-24,617,16,811,920,106353,False
1998,2017-07-25,665,39,808,915,67795,False
460,2017-07-27,154,10,801,902,32787,False
1036,2017-07-28,350,30,809,924,54085,False
2440,2017-07-28,812,31,818,908,79748,False
2527,2017-07-29,841,27,815,905,118808,False
2190,2017-07-30,730,13,806,919,73535,False
1787,2017-08-01,595,24,813,907,102624,False
2208,2017-08-02,735,24,806,916,31709,False
2175,2017-08-02,724,27,820,914,70731,False
2579,2017-08-05,856,22,816,915,72951,False
408,2017-08-06,136,21,800,915,43788,False
2469,2017-08-06,823,11,808,909,100116,False
1723,2017-08-06,571,34,807,903,50806,False
1833,2017-08-09,608,39,811,925,86293,False
263,2017-08-10,90,29,804,921,95669,False
2606,2017-08-11,867,30,819,905,61928,False
964,2017-08-12,324,39,802,901,46558,False
1877,2017-08-12,622,18,808,918,103292,False
