activation_id,order_id,subscriber_key,sim_iccid,order_timestamp,activation_timestamp,activation_channel,time_to_activate_hours,activation_status,activation_type
e8fc9ec8-2797-4d6b-8ba9-2c32eb17fbaf,ORD100053,19550,8944074752664797,2026-01-22 16:00:00,2026-01-24 14:11:02,Telesales,46.18,Completed,New Activation
7f438b51-2fde-4c85-a793-8a885d6a8023,ORD100054,77,8944020386748078,2026-01-26 12:00:00,2026-01-28 09:32:28,Online,45.54,Completed,SIM Swap
007840df-7250-469f-99b3-c05fbd910789,ORD100055,26359,8944016479629436,2026-02-02 16:00:00,2026-02-03 11:27:40,Online,19.46,Completed,New Activation
ee351bdd-c694-43fc-b0a4-2f505f4dc25d,ORD100056,9468,8944074380822755,2026-02-04 15:00:00,2026-02-07 10:00:40,Telesales,67.01,Completed,SIM Swap
7a102dcf-18c8-45fb-82b1-58c7b293a09a,ORD100057,24306,8944017031020687,2026-02-11 08:00:00,2026-02-11 08:47:53,Retail Store,0.8,Completed,New Activation
b03760e0-a4ea-4f81-8532-19cfadc626bf,ORD100058,20404,8944070742017165,2026-02-15 09:00:00,2026-02-17 04:45:27,Telesales,43.76,Completed,New Activation
a67f3b15-b81e-44fc-a481-74b149945f86,ORD100059,8343,8944065755993547,2026-02-07 11:00:00,2026-02-08 07:14:04,Online,20.23,Completed,SIM Swap
3c9c948c-22f0-450a-bc47-5168978a2b39,ORD100060,5505,8944063113889811,2026-01-23 10:00:00,2026-01-25 08:42:14,Online,46.7,Completed,New Activation
3ad3b411-63a9-4e10-9516-f7922770b7cf,ORD100061,8028,8944056381037623,2026-01-15 17:00:00,2026-01-16 02:43:21,Partner,9.72,Completed,New Activation
3d3653b1-680e-4ffd-90d6-c0b0c6f53215,ORD100062,22333,8944071286726090,2026-01-26 11:00:00,2026-01-26 12:20:42,Retail Store,1.35,Completed,SIM Swap
93d98fd8-1f96-4bc9-8178-32e7017a55df,ORD100063,24464,8944014766920667,2026-01-15 12:00:00,2026-01-16 05:00:58,Partner,17.02,Completed,New Activation
b73a68f1-5942-4ea2-a47a-a9169321200b,ORD100064,19729,8944093761135804,2026-01-10 18:00:00,2026-01-12 08:24:04,Online,38.4,Completed,SIM Swap
93bf9d35-bc51-41cb-bec4-b86a3a4756c8,ORD100065,14790,8944065782166514,2026-01-23 15:00:00,2026-01-24 15:40:56,Online,24.68,Completed,New Activation
be005ce2-7a2e-44cf-82bc-a1f576d76a8c,ORD100066,26726,8944011166608297,2026-01-13 08:00:00,2026-01-13 11:50:12,Retail Store,3.84,Completed,New Activation
f2ec6e41-8618-495e-8718-e85e88d84ef6,ORD100067,18996,8944022771511918,2026-01-21 16:00:00,2026-01-23 02:34:08,Online,34.57,Completed,New Activation
1610cfb1-1249-4b5c-abea-a3c7aa72cb8e,ORD100068,20530,8944010914390654,2026-01-30 09:00:00,2026-02-01 17:40:00,Telesales,56.67,Completed,Replacement
34fbdb1c-25d0-4e41-a3c5-9c40831fe205,ORD100069,12480,8944077299280833,2026-02-24 08:00:00,2026-02-24 10:09:17,Retail Store,2.15,Completed,SIM Swap
da307a28-e1f9-4df9-b4c3-7f768a3ab81f,ORD100070,9217,8944053528135321,2026-01-16 09:00:00,2026-01-16 12:34:42,Retail Store,3.58,Completed,New Activation
666f441e-46ef-46ec-9b94-1bac230ff299,ORD100071,11666,8944088659755283,2026-01-07 16:00:00,2026-01-09 02:27:55,Online,34.47,Completed,Replacement
8e993774-c0bb-42b1-ad14-e9cf6a166e4e,ORD100072,23735,8944098034014213,2026-01-20 14:00:00,2026-01-20 15:59:02,Retail Store,1.98,Completed,Replacement
7189cbaf-5067-4883-b386-932aa6c45d94,ORD100073,20516,8944098797047609,2026-02-01 16:00:00,2026-02-01 19:00:22,Retail Store,3.01,Completed,New Activation
b195ff0b-ad4e-4a9b-a933-74cafd30e5a3,ORD100074,16344,8944039488458721,2026-01-23 18:00:00,2026-01-23 21:35:59,Retail Store,3.6,Completed,New Activation
d167062b-8aba-49f1-9476-503ae0d6a69d,ORD100075,22224,8944049409520917,2026-02-11 17:00:00,2026-02-12 22:54:29,Online,29.91,Completed,New Activation
8b20ded6-6aff-47a3-8e4c-90ebc2b7550e,ORD100076,23513,8944023506630433,2026-02-06 14:00:00,2026-02-06 14:37:22,Retail Store,0.62,Completed,SIM Swap
bc6cfeaf-ffd3-4322-906b-203acdd7c05a,ORD100077,6096,8944064227216080,2026-01-09 14:00:00,2026-01-11 03:46:16,Telesales,37.77,Completed,New Activation
188e85e9-b4b7-41fe-87fe-bb0a5f2dd3b2,ORD100078,24721,8944019736505862,2026-01-28 09:00:00,2026-01-29 22:04:40,Online,37.08,Completed,New Activation
45be5b0b-a0d7-4d7e-89d4-5cd8e975da5a,ORD100079,29506,8944030491768952,2026-02-12 18:00:00,2026-02-12 20:40:33,Retail Store,2.68,Completed,SIM Swap
435b45fa-0c22-4f12-b1e3-e6095158f161,ORD100080,24852,8944057744064908,2026-01-11 17:00:00,2026-01-12 18:57:05,Telesales,25.95,Completed,SIM Swap
f8a267e2-58c3-4964-bdfa-79152da8a1c3,ORD100081,936,8944097574219958,2026-01-12 08:00:00,2026-01-14 00:49:42,Online,40.83,Completed,SIM Swap
63691476-6ff2-47ad-a238-c0577c76a42c,ORD100082,11415,8944084248546023,2026-01-29 10:00:00,2026-01-30 04:19:21,Online,18.32,Completed,SIM Swap
61106f3f-9a2a-4fd9-97ae-7b47ab5bfff7,ORD100083,6456,8944046298460175,2026-01-29 10:00:00,2026-01-30 12:20:33,Online,26.34,Completed,New Activation
b31a9482-ecd3-4c64-a88a-5344d6938c50,ORD100084,6914,8944090925626325,2026-02-13 16:00:00,2026-02-13 17:19:48,Retail Store,1.33,Completed,New Activation
0c19ea21-88d9-4e60-b48f-aaa73f148dfe,ORD100085,27809,8944064201969570,2026-02-22 17:00:00,2026-02-23 10:46:13,Online,17.77,Completed,Replacement
632d98a6-681b-484b-9f98-003d1aeabe1c,ORD100086,10149,8944053988046364,2026-01-14 12:00:00,2026-01-15 06:08:48,Online,18.15,Completed,SIM Swap
50b92944-f819-4750-9477-984c00138189,ORD100087,27240,8944059865015233,2026-02-03 14:00:00,2026-02-03 16:49:44,Retail Store,2.83,Completed,Replacement
2ebb1a97-1123-4672-b83a-c5a0daa8c728,ORD100088,11204,8944028063985071,2026-01-18 10:00:00,2026-01-19 05:47:41,Partner,19.79,Completed,Replacement
72b71856-793f-4e28-888f-20bbfffccb7f,ORD100089,11235,8944072671043998,2026-02-25 18:00:00,2026-02-25 20:24:00,Retail Store,2.4,Completed,New Activation
83d52c55-4cab-4947-994b-b35ffdbf0693,ORD100090,14147,8944070403915638,2026-02-17 12:00:00,2026-02-17 14:06:51,Retail Store,2.11,Completed,SIM Swap
f34198d0-737b-43c3-bc20-0a1941cd0f97,ORD100091,17895,8944076260040837,2026-01-21 10:00:00,2026-01-23 17:24:19,Telesales,55.41,Completed,SIM Swap
a040aec0-ff05-4733-b839-d03c239edd0b,ORD100092,4285,8944016094121873,2026-01-21 08:00:00,2026-01-23 03:37:08,Online,43.62,Completed,New Activation
957811c4-3c78-4b43-b287-823b790d47a0,ORD100093,5115,8944097050863651,2026-02-09 09:00:00,2026-02-09 11:08:57,Retail Store,2.15,Completed,Replacement
a9fe97f2-100e-44aa-bee3-c84df46dd139,ORD100094,17852,8944096680877130,2026-01-26 18:00:00,2026-01-28 02:06:45,Online,32.11,Completed,SIM Swap
38429a0f-f58e-48fc-b4d7-5d048e64e2bf,ORD100095,585,8944097449368837,2026-01-28 09:00:00,2026-01-29 05:08:51,Online,20.15,Completed,Replacement
703470d7-b8a9-4b1f-b1bd-b43e38fa97bf,ORD100096,9379,8944061962682847,2026-02-10 11:00:00,2026-02-11 11:03:26,Telesales,24.06,Completed,New Activation
188807bb-3ffa-4b06-a019-6e0de4b350d1,ORD100097,24848,8944090741780032,2026-01-28 08:00:00,2026-01-29 12:51:24,Telesales,28.86,Completed,Replacement
2f18d567-40e9-455c-8ea9-b365350150a2,ORD100098,18737,8944059094372490,2026-01-20 16:00:00,2026-01-22 14:49:57,Online,46.83,Completed,New Activation
34e1ee5d-77a7-4c55-bf3e-da9ce75a1812,ORD100099,25526,8944044693201480,2026-01-30 15:00:00,2026-01-30 18:23:33,Retail Store,3.39,Completed,SIM Swap
e251a3a9-77cc-4b9d-ad17-e5d81639c85a,ORD100100,8055,8944020957682073,2026-02-03 08:00:00,2026-02-04 21:29:07,Online,37.49,Completed,Replacement
412b7abf-06d4-4470-9d37-7fe8b0f5373b,ORD100101,392,8944078755168753,2026-02-14 13:00:00,2026-02-15 16:41:17,Telesales,27.69,Completed,Replacement
1276cafb-0453-4767-989c-ffca95c8cf94,ORD100102,6534,8944072597936375,2026-02-26 08:00:00,2026-03-01 00:19:44,Telesales,64.33,Completed,Replacement
50ee35ba-2d94-4355-9398-a0b7245a270f,ORD100103,9213,8944089021203986,2026-02-12 18:00:00,2026-02-12 21:27:16,Retail Store,3.45,Pending,Replacement
a48267b7-0727-44d0-92bd-0c0dec65d014,ORD100104,6322,8944044546649243,2026-01-05 15:00:00,2026-01-06 16:43:37,Telesales,25.73,Completed,Replacement
abebb167-b785-4f51-bac3-ece5b353a5ad,ORD100105,24854,8944057174476824,2026-01-04 11:00:00,2026-01-07 05:11:28,Telesales,66.19,Completed,SIM Swap
4e6469e0-ab0d-4f64-923d-ec60de9c9d29,ORD100106,1201,8944030865591547,2026-01-08 16:00:00,2026-01-08 23:54:12,Partner,7.9,Completed,SIM Swap
53c071db-6f7f-47e8-94b7-046aeb5ff457,ORD100107,11377,8944024779179827,2026-02-22 18:00:00,2026-02-24 17:07:43,Online,47.13,Completed,New Activation
27a837d5-3c18-4261-8d67-eb2758488962,ORD100108,27045,8944029193214282,2026-01-11 18:00:00,2026-01-13 01:25:11,Online,31.42,Completed,Replacement
1a15cdba-609c-4c0e-a841-7e9f52c0b379,ORD100109,20563,8944046172423211,2026-01-16 16:00:00,2026-01-16 23:46:18,Partner,7.77,Completed,SIM Swap
e195fc4e-01b4-4f46-819f-7b131ba8442a,ORD100110,28024,8944037927323094,2026-02-07 14:00:00,2026-02-07 17:56:03,Retail Store,3.93,Completed,Replacement
c4a34987-647b-4b82-8dd8-62c48eff17e8,ORD100111,1848,8944089329526463,2026-02-17 11:00:00,2026-02-17 13:37:02,Retail Store,2.62,Completed,New Activation
7d16ceec-b156-435c-8fdf-57bae606fcd5,ORD100112,25952,8944096029830942,2026-02-12 09:00:00,2026-02-14 00:19:38,Online,39.33,Completed,Replacement
0c84025b-ec44-4ea1-8dc9-bcfadf5af9e2,ORD100113,19788,8944093564956113,2026-02-28 15:00:00,2026-02-28 22:58:21,Partner,7.97,Completed,SIM Swap
694365cf-aa64-4a66-b923-68fbd9e7738f,ORD100114,6842,8944076312707242,2026-02-26 15:00:00,2026-02-26 18:31:06,Retail Store,3.52,Completed,Replacement
f15d8f02-415c-4b78-b97b-51a6c5f0e283,ORD100115,17215,8944033671139059,2026-01-27 18:00:00,2026-01-27 20:34:06,Retail Store,2.57,Completed,SIM Swap
b0859a8e-e8f1-48b8-8e6d-e9044eb07d6d,ORD100116,28559,8944055466183429,2026-01-09 11:00:00,2026-01-11 02:48:22,Online,39.81,Completed,SIM Swap
03e1e461-e462-4ef1-9266-659ede78b59d,ORD100117,5837,8944062708527577,2026-02-03 17:00:00,2026-02-03 18:43:09,Retail Store,1.72,Completed,SIM Swap
afff4dc6-dff1-4d99-9d1f-9e67d2d29906,ORD100118,11049,8944063959604476,2026-02-02 12:00:00,2026-02-02 19:32:33,Partner,7.54,Pending,Replacement
0ae2c562-abc5-44cc-affd-a46e594215cc,ORD100119,26737,8944048879839936,2026-01-16 11:00:00,2026-01-16 14:47:33,Retail Store,3.79,Completed,New Activation
e5847418-57a4-4b95-9a9b-689f4d7d52f9,ORD100120,25182,8944030660506713,2026-01-13 12:00:00,2026-01-15 04:21:16,Online,40.35,Completed,Replacement
1f95625c-178b-43d3-88bc-f9536ed01707,ORD100121,13247,8944064475893250,2026-02-11 16:00:00,2026-02-11 18:28:11,Retail Store,2.47,Completed,SIM Swap
da359e69-2b34-4373-b89f-ed1e6132173f,ORD100122,22632,8944081785632045,2026-01-21 10:00:00,2026-01-21 10:30:49,Retail Store,0.51,Completed,Replacement
71135356-669d-4ed2-8432-6292ee667a5a,ORD100123,16939,8944084896662268,2026-02-01 10:00:00,2026-02-02 00:37:20,Online,14.62,Completed,SIM Swap
63e0377f-b18b-451d-82d1-282e2d7bb4a6,ORD100124,24262,8944061853293326,2026-01-04 10:00:00,2026-01-05 01:22:09,Online,15.37,Completed,SIM Swap
679b3d30-89b0-4711-a7a1-874effd7d57f,ORD100125,27042,8944098477235394,2026-01-08 08:00:00,2026-01-09 14:56:06,Telesales,30.94,Completed,SIM Swap
d3649c37-8a42-42b1-b047-916515abd2b3,ORD100126,25470,8944074826272729,2026-02-21 09:00:00,2026-02-22 14:06:59,Online,29.12,Completed,Replacement
d1c357ef-a2f4-4ae6-a263-b5a817274764,ORD100127,7225,8944094153927289,2026-02-17 08:00:00,2026-02-17 22:13:09,Partner,14.22,Completed,Replacement
f52db17f-db9f-41f7-af4f-ce51e1af02eb,ORD100128,14634,8944036293024633,2026-02-09 12:00:00,2026-02-09 15:09:49,Retail Store,3.16,Completed,SIM Swap
0ade57cd-7ce0-45f0-ad80-c98e00aad02b,ORD100129,6818,8944068506307121,2026-01-02 12:00:00,2026-01-02 13:50:49,Retail Store,1.85,Completed,Replacement
768c20f3-88f9-4dde-8dbc-95b7a54c12f9,ORD100130,12348,8944054840147269,2026-02-27 14:00:00,2026-03-01 22:45:26,Telesales,56.76,Completed,Replacement
b313780b-d3e5-4a37-b9ef-290d378c4dd3,ORD100131,8350,8944016235699618,2026-02-26 16:00:00,2026-03-01 09:25:48,Telesales,65.43,Completed,New Activation
af507b12-9a3c-472a-ba92-f77e5d370304,ORD100132,20877,8944026443173068,2026-02-11 18:00:00,2026-02-14 12:16:58,Telesales,66.28,Completed,New Activation
2ea4c2a8-87ef-47bd-a118-eef226950d61,ORD100133,15347,8944060502993875,2026-01-21 17:00:00,2026-01-21 19:06:36,Retail Store,2.11,Completed,Replacement
9734de1d-4419-4bde-9722-438e118bda95,ORD100134,4266,8944082678088672,2026-01-18 13:00:00,2026-01-19 02:53:20,Partner,13.89,Completed,SIM Swap
172f10f6-ae2f-4f1f-8996-0ed8cdde21ba,ORD100135,2268,8944085575264373,2026-02-17 10:00:00,2026-02-18 20:35:37,Online,34.59,Completed,New Activation
b6f74266-4d0d-486e-9748-6059ec603dde,ORD100136,11722,8944060761835396,2026-02-28 10:00:00,2026-02-28 13:16:39,Retail Store,3.28,Completed,Replacement
9fdf3295-65b2-4bf1-92b9-35538cd303a0,ORD100137,26916,8944055788357593,2026-02-02 13:00:00,2026-02-02 16:53:54,Retail Store,3.9,Completed,New Activation
d5431582-1167-489d-a18e-40b76d85e8e8,ORD100138,11106,8944012135877042,2026-02-02 13:00:00,2026-02-03 15:50:55,Telesales,26.85,Completed,Replacement
0e150dea-51ab-457e-98f5-6b251aa36350,ORD100139,19442,8944076917887176,2026-01-10 16:00:00,2026-01-12 05:27:38,Online,37.46,Completed,Replacement
71a75c26-3943-499f-8f96-c3275bd3807a,ORD100140,17192,8944042879591656,2026-01-16 17:00:00,2026-01-18 14:54:25,Online,45.91,Completed,SIM Swap
3c94937a-d753-4d74-b253-b01c1647cfc9,ORD100141,29409,8944086857478823,2026-01-03 09:00:00,2026-01-04 04:29:08,Online,19.49,Completed,SIM Swap
55f65676-c37a-49c6-938b-ddadd8da571a,ORD100142,10363,8944018089827309,2026-02-16 13:00:00,2026-02-18 00:53:42,Online,35.9,Completed,SIM Swap
92f377de-720d-4106-8dc6-99972a74136a,ORD100143,5506,8944056009008599,2026-01-14 11:00:00,2026-01-17 06:07:29,Telesales,67.12,Completed,New Activation
af360ab3-82a8-4975-b666-1fc7c7b30124,ORD100144,15647,8944052295446452,2026-02-28 16:00:00,2026-03-01 17:26:20,Online,25.44,Completed,SIM Swap
e0200cc3-bb0c-4a26-8910-5a87eedc42fa,ORD100145,6110,8944029789177064,2026-01-03 09:00:00,2026-01-03 11:13:37,Retail Store,2.23,Completed,SIM Swap
0ab33fff-549d-45c0-b0c8-c3201cd7ed1c,ORD100146,27438,8944067513632858,2026-01-25 12:00:00,2026-01-27 19:37:06,Telesales,55.62,Completed,SIM Swap
7572dc10-afb1-4cc7-8594-b02c81471dda,ORD100147,25586,8944033938109628,2026-01-08 08:00:00,2026-01-10 00:58:45,Online,40.98,Completed,Replacement
27cc2c5e-d49a-4ce5-8d4c-7ef5709773e6,ORD100148,9140,8944017476785669,2026-02-19 16:00:00,2026-02-19 17:27:41,Retail Store,1.46,Completed,SIM Swap
01e30cc5-adc4-47c0-be70-339c2d2ac542,ORD100149,26903,8944027808963615,2026-01-05 11:00:00,2026-01-06 22:51:56,Online,35.87,Completed,Replacement
1fd3c3f1-805b-4548-b893-2a35c827a395,ORD100150,5387,8944080364238286,2026-01-30 14:00:00,2026-01-31 03:27:36,Online,13.46,Completed,New Activation
684b8d1d-2cee-4be4-ab21-bd9b8bafa0d9,ORD100151,26742,8944063110777570,2026-01-24 11:00:00,2026-01-24 14:10:37,Retail Store,3.18,Completed,SIM Swap
35954164-b751-49d1-a936-2ee5d2a18e09,ORD100152,26114,8944097253594879,2026-01-28 11:00:00,2026-01-30 01:23:03,Online,38.38,Completed,New Activation
c1270c95-fe3a-4ce0-a9fa-523ec42ffb29,ORD100153,25611,8944082258498688,2026-02-16 18:00:00,2026-02-18 04:48:20,Telesales,34.81,Completed,Replacement
b14a49ac-fcc1-4ddf-a493-006992364a4f,ORD100154,28686,8944055729451294,2026-01-31 12:00:00,2026-02-02 10:12:10,Online,46.2,Completed,Replacement
b525524e-01b6-45fd-b998-09436be9b839,ORD100155,22873,8944027844002323,2026-01-22 12:00:00,2026-01-23 11:14:12,Online,23.24,Completed,SIM Swap
3b1b1808-7082-43ee-8fc9-c3da491c1269,ORD100156,543,8944017401788665,2026-02-05 09:00:00,2026-02-06 04:00:17,Online,19.0,Completed,SIM Swap
69036d72-f8fd-4483-a014-a0b05b754953,ORD100157,7909,8944033862776682,2026-01-29 08:00:00,2026-01-30 23:33:14,Online,39.55,Completed,SIM Swap
