opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP50000107,,ACC000776,Jackson Cooper Holdings - Secure Communications,Prospecting,215397.97,10,2026-05-15,2026-02-09,Phone Inquiry,Existing Customer - Upgrade,72.0
OPP50000108,,ACC000489,Roberts Hughes Group - Digital Transformation,Qualification,102157.06,20,2026-02-02,2026-01-16,Phone Inquiry,New Customer,
OPP50000109,,ACC000597,College of Glasgow - SIP Trunks,Proposal/Price Quote,180736.67,60,2026-04-08,2026-01-01,Web,Existing Customer - Replacement,
OPP50000110,,ACC000164,Thompson Thomas Group - SD-WAN Deployment,Qualification,188058.08,20,2026-04-21,2026-02-02,Campaign,New Customer,
OPP50000111,,ACC000225,Wilson Turner Associates - Hybrid Cloud,Id. Decision Makers,140995.73,80,2026-03-12,2026-01-31,Phone Inquiry,Existing Customer - Replacement,
OPP50000112,,ACC000776,Jackson Cooper Holdings - SD-WAN Deployment,Needs Analysis,202371.92,40,2026-03-28,2026-02-12,Purchased List,Renewal,229.0
OPP50000113,,ACC000541,Smith King Associates - Secure Communications,Proposal/Price Quote,72441.76,60,2026-06-25,2026-01-05,Campaign,New Customer,
OPP50000114,,ACC000169,Ward Patel UK - Digital Transformation,Qualification,73248.0,20,2026-05-25,2026-02-03,Purchased List,Existing Customer - Upgrade,
OPP50000115,,ACC000457,Harris Patel Partners - IoT Platform,Proposal/Price Quote,40927.35,60,2026-03-06,2026-01-30,Partner Referral,Existing Customer - Replacement,
OPP50000116,,ACC000316,Davies Patel and Co - SIP Trunks,Proposal/Price Quote,213290.65,60,2026-04-07,2026-01-26,Web,New Customer,
OPP50000117,,ACC000718,Patel Hill LLP - IoT Platform,Prospecting,74029.61,10,2026-02-18,2026-01-04,Web,Existing Customer - Upgrade,
OPP50000118,,ACC000785,Patel Martin Solutions - 5G Business Solution,Value Proposition,31212.26,50,2026-05-19,2026-02-16,Phone Inquiry,Renewal,
OPP50000119,,ACC000083,St Marys Hospital NHS Trust - Mobile Enterprise,Value Proposition,45958.78,50,2026-06-19,2026-02-12,Web,Renewal,
OPP50000120,,ACC000131,Davies Lewis International - Workforce Management,Proposal/Price Quote,120741.53,60,2026-02-01,2026-01-15,Phone Inquiry,Existing Customer - Replacement,
OPP50000121,,ACC000389,Harris Connect Ltd - Workforce Management,Negotiation/Review,29231.18,75,2026-05-29,2026-01-16,Web,Renewal,
OPP50000122,,ACC000033,Roberts Cooper UK - UCaaS Project,Proposal/Price Quote,98133.26,60,2026-02-05,2026-01-27,Web,New Customer,
OPP50000123,,ACC000721,Walker Connect Group - Digital Transformation,Negotiation/Review,33158.57,75,2026-02-12,2026-01-16,Partner Referral,Existing Customer - Downgrade,
OPP50000124,,ACC000144,College of Milton Keynes - SIP Trunks,Needs Analysis,127894.35,40,2026-04-01,2026-01-19,Partner Referral,Existing Customer - Replacement,
OPP50000125,,ACC000839,Davies Morgan Partners - Secure Communications,Qualification,73998.69,20,2026-03-09,2026-01-20,Web,Existing Customer - Upgrade,486.0
OPP50000126,,ACC000606,Clark Connect Ltd - 5G Business Solution,Negotiation/Review,48819.52,75,2026-03-17,2026-02-28,Partner Referral,New Customer,
OPP50000127,,ACC000659,Hill Moore Services - 5G Business Solution,Value Proposition,27311.41,50,2026-06-15,2026-02-20,Phone Inquiry,New Customer,276.0
OPP50000128,,ACC000485,Thomas Cooper Group - Contact Centre Solution,Prospecting,221508.25,10,2026-04-18,2026-01-15,Other,Renewal,
OPP50000129,,ACC000992,Morgan Harrison and Co - Workforce Management,Qualification,32189.33,20,2026-03-07,2026-02-03,Web,Existing Customer - Replacement,
OPP50000130,,ACC000868,Martin Moore PLC - 5G Business Solution,Qualification,8607.56,20,2026-03-21,2026-02-04,Partner Referral,Existing Customer - Replacement,
OPP50000131,,ACC000193,Moore Telecom Ltd - Digital Transformation,Proposal/Price Quote,20191.16,60,2026-06-24,2026-02-07,Other,Existing Customer - Upgrade,
OPP50000132,,ACC000016,Smith Morgan Associates - IoT Platform,Prospecting,57281.55,10,2026-03-03,2026-01-13,Campaign,Existing Customer - Replacement,
OPP50000133,,ACC000407,Evans Ward Ltd - 5G Business Solution,Negotiation/Review,59285.97,75,2026-04-24,2026-02-05,Phone Inquiry,Existing Customer - Replacement,
OPP50000134,,ACC000369,Royal Hospital NHS Trust - SIP Trunks,Needs Analysis,41832.99,40,2026-05-31,2026-02-01,Phone Inquiry,Existing Customer - Downgrade,
OPP50000135,,ACC000380,Johnson Wilson PLC - SIP Trunks,Qualification,222816.97,20,2026-06-25,2026-01-03,Web,New Customer,
OPP50000136,,ACC000594,Thompson Johnson Associates - Digital Transformation,Proposal/Price Quote,18733.42,60,2026-03-12,2026-01-19,Phone Inquiry,Existing Customer - Downgrade,
OPP50000137,,ACC000671,Ward IT Solutions Partners - IoT Platform,Id. Decision Makers,58435.24,80,2026-04-07,2026-01-22,Campaign,Existing Customer - Replacement,
OPP50000138,,ACC000173,Cooper Smith PLC - Secure Communications,Proposal/Price Quote,14797.1,60,2026-03-16,2026-01-23,Phone Inquiry,Renewal,
OPP50000139,,ACC000658,Morris Martin Group - UCaaS Project,Id. Decision Makers,63734.79,80,2026-02-09,2026-02-03,Campaign,Existing Customer - Replacement,
OPP50000140,,ACC000423,Davies Moore PLC - Contact Centre Solution,Prospecting,9757.76,10,2026-04-01,2026-02-10,Web,Existing Customer - Upgrade,
OPP50000141,,ACC000633,Jones Ward UK - Cloud Communications,Value Proposition,181856.87,50,2026-06-04,2026-02-09,Web,Existing Customer - Replacement,272.0
OPP50000142,,ACC000740,Patel Wood Group - SIP Trunks,Qualification,150443.21,20,2026-02-05,2026-01-19,Partner Referral,Existing Customer - Downgrade,
OPP50000143,,ACC000110,Smith Hill Partners - Hybrid Cloud,Negotiation/Review,98193.77,75,2026-03-11,2026-02-03,Partner Referral,Existing Customer - Downgrade,204.0
OPP50000144,,ACC000081,Morris Communications Group - SIP Trunks,Qualification,44550.15,20,2026-05-29,2026-01-26,Web,Existing Customer - Replacement,
OPP50000145,,ACC000670,Baker Clarke Ltd - 5G Business Solution,Perception Analysis,11545.04,85,2026-02-09,2026-02-11,Phone Inquiry,Existing Customer - Upgrade,
OPP50000146,,ACC000720,Moore Patel Ltd - Mobile Enterprise,Prospecting,178981.45,10,2026-05-23,2026-02-01,Partner Referral,Renewal,271.0
OPP50000147,,ACC000942,Hall Edwards Solutions - Cloud Communications,Prospecting,145100.06,10,2026-06-26,2026-01-14,Campaign,Existing Customer - Replacement,279.0
OPP50000148,,ACC000578,Johnson Brown and Co - Digital Transformation,Value Proposition,53131.62,50,2026-04-22,2026-01-12,Partner Referral,Existing Customer - Downgrade,
OPP50000149,,ACC000408,Academy of Belfast - Hybrid Cloud,Id. Decision Makers,97674.98,80,2026-03-14,2026-01-20,Other,Existing Customer - Upgrade,
OPP50000150,,ACC000340,Patel Harrison Holdings - SIP Trunks,Qualification,60334.87,20,2026-03-08,2026-02-17,Purchased List,Existing Customer - Upgrade,
OPP50000151,,ACC000055,City Hospital NHS Trust - Hybrid Cloud,Prospecting,70871.13,10,2026-02-20,2026-01-15,Campaign,Existing Customer - Upgrade,
OPP50000152,,ACC000031,Hughes Wood Group - Mobile Enterprise,Value Proposition,39342.24,50,2026-05-27,2026-02-20,Partner Referral,Existing Customer - Upgrade,300.0
OPP50000153,,ACC000677,Jones Davies Ltd - SIP Trunks,Qualification,60863.86,20,2026-04-17,2026-02-19,Web,New Customer,
OPP50000154,,ACC000803,Cooper Lewis and Co - UCaaS Project,Value Proposition,113335.65,50,2026-05-11,2026-02-17,Web,Renewal,
OPP50000155,,ACC000780,Harris Jackson PLC - IoT Platform,Qualification,87478.36,20,2026-02-23,2026-01-09,Partner Referral,Existing Customer - Upgrade,46.0
OPP50000156,,ACC000363,Brown Jones Group - Cloud Communications,Needs Analysis,222743.64,40,2026-04-25,2026-02-08,Web,Existing Customer - Upgrade,462.0
OPP50000157,,ACC000573,Clarke Johnson Group - SD-WAN Deployment,Negotiation/Review,41477.32,75,2026-06-27,2026-01-16,Phone Inquiry,New Customer,
OPP50000158,,ACC000505,Morris Cooper Ltd - Workforce Management,Prospecting,24317.33,10,2026-05-23,2026-01-11,Phone Inquiry,New Customer,127.0
OPP50000159,,ACC000739,Lee Cooper and Co - Contact Centre Solution,Value Proposition,37050.31,50,2026-03-23,2026-02-08,Phone Inquiry,Renewal,
OPP50000160,,ACC000636,Wilson Clark and Co - 5G Business Solution,Qualification,35815.6,20,2026-04-26,2026-02-25,Other,Renewal,
OPP50000161,,ACC000140,Walker Johnson International - Contact Centre Solution,Qualification,38530.68,20,2026-03-24,2026-02-08,Campaign,Renewal,356.0
OPP50000162,,ACC000649,White Walker and Co - Workforce Management,Needs Analysis,115177.25,40,2026-04-04,2026-02-06,Other,Existing Customer - Upgrade,289.0
OPP50000163,,ACC000205,Liverpool Borough Council - Secure Communications,Value Proposition,111805.52,50,2026-03-19,2026-02-04,Web,Existing Customer - Replacement,
OPP50000164,,ACC000215,Milton Keynes City Council - 5G Business Solution,Needs Analysis,128275.87,40,2026-02-18,2026-01-19,Partner Referral,New Customer,
OPP50000165,,ACC000259,Hughes Morris LLP - UCaaS Project,Value Proposition,60235.37,50,2026-05-20,2026-02-15,Phone Inquiry,Existing Customer - Replacement,
OPP50000166,,ACC000548,Wright Hughes Services - Mobile Enterprise,Needs Analysis,43055.16,40,2026-05-19,2026-02-28,Purchased List,Existing Customer - Downgrade,
OPP50000167,,ACC000937,Hughes Tech Ltd - Mobile Enterprise,Prospecting,51032.12,10,2026-04-05,2026-02-19,Web,Existing Customer - Replacement,
OPP50000168,,ACC000661,Williams Baker Holdings - 5G Business Solution,Value Proposition,72600.17,50,2026-04-26,2026-01-26,Web,New Customer,383.0
OPP50000169,,ACC000532,Cooper Patel LLP - Mobile Enterprise,Needs Analysis,20472.22,40,2026-06-28,2026-02-14,Phone Inquiry,Existing Customer - Downgrade,
OPP50000170,,ACC000513,Turner Clarke UK - 5G Business Solution,Prospecting,70909.87,10,2026-06-04,2026-01-02,Campaign,New Customer,
OPP50000171,,ACC000748,Harrison Networks Group - Digital Transformation,Prospecting,36873.28,10,2026-04-29,2026-01-20,Partner Referral,Existing Customer - Upgrade,370.0
OPP50000172,,ACC000714,Manchester Council - SIP Trunks,Needs Analysis,35361.97,40,2026-04-18,2026-01-05,Web,Existing Customer - Downgrade,
OPP50000173,,ACC000694,Brown Hall PLC - Secure Communications,Proposal/Price Quote,41119.57,60,2026-04-04,2026-02-17,Web,Existing Customer - Replacement,
OPP50000174,,ACC000238,Davies Moore Holdings - SD-WAN Deployment,Proposal/Price Quote,87277.39,60,2026-03-20,2026-02-10,Phone Inquiry,New Customer,
OPP50000175,,ACC000203,Lewis Clarke Services - Digital Transformation,Needs Analysis,50890.01,40,2026-05-11,2026-01-28,Web,Existing Customer - Downgrade,
OPP50000176,,ACC000065,Johnson White Group - Mobile Enterprise,Needs Analysis,87391.97,40,2026-06-18,2026-02-21,Web,New Customer,
OPP50000177,,ACC000502,Wood Harris UK - Hybrid Cloud,Needs Analysis,169394.17,40,2026-04-22,2026-02-10,Phone Inquiry,New Customer,
