sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
10000079,2025-01-15,546,25,96,409,32,782.37,3
10000080,2025-01-14,536,31,195,408,33,1116.78,9
10000081,2025-01-08,204,55,121,410,35,536.93,13
10000082,2025-01-22,191,6,180,407,11,796.3,2
10000083,2025-01-20,187,5,140,408,8,824.04,13
10000084,2025-01-02,181,40,179,408,13,626.98,11
10000085,2025-01-18,804,37,154,404,34,667.01,10
10000086,2025-01-26,386,44,152,404,9,1087.23,4
10000087,2025-01-30,316,31,128,410,44,381.25,14
10000088,2025-01-11,906,46,19,407,23,1199.37,15
10000089,2025-01-06,607,9,59,410,27,709.79,5
10000090,2025-01-20,73,19,131,401,4,1086.27,7
10000091,2025-01-04,124,1,143,402,7,635.73,20
10000092,2025-01-19,453,24,111,403,4,750.01,7
10000093,2025-01-16,826,45,87,400,14,1013.53,8
10000094,2025-01-12,220,2,112,410,7,1534.92,12
10000095,2025-01-27,821,41,94,408,29,287.23,11
10000096,2025-01-30,382,16,66,402,39,1834.14,20
10000097,2025-01-28,432,29,133,400,7,1698.24,13
10000098,2025-01-06,411,44,34,409,37,1352.39,18
10000099,2025-01-14,851,52,5,411,32,1046.17,6
10000100,2025-01-19,555,9,37,401,20,916.11,2
10000101,2025-01-06,954,34,97,404,5,1470.6,10
10000102,2025-01-05,359,62,22,410,32,497.62,18
10000103,2025-01-25,642,10,1,403,6,948.5,14
10000104,2025-01-15,782,30,10,405,27,1323.96,19
10000105,2025-01-24,1,7,124,408,1,1651.95,10
10000106,2025-01-16,88,18,3,403,32,1856.02,2
10000107,2025-01-24,620,19,123,401,6,948.88,13
10000108,2025-01-08,214,56,43,406,41,516.55,2
10000109,2025-01-01,58,38,159,408,33,170.22,13
10000110,2025-01-20,94,50,27,404,34,374.1,6
10000111,2025-01-20,611,55,55,406,39,448.42,4
10000112,2025-01-12,571,38,158,409,20,1684.82,6
10000113,2025-01-01,257,18,42,410,31,1485.2,2
10000114,2025-01-15,259,23,161,407,47,647.66,15
10000115,2025-01-21,798,38,21,404,7,900.2,10
10000116,2025-01-06,897,12,58,408,46,1725.09,18
10000117,2025-01-28,164,53,102,402,32,117.41,11
10000118,2025-01-11,967,27,178,407,47,1164.03,5
10000119,2025-01-10,977,21,5,400,14,179.46,8
10000120,2025-01-24,177,51,191,402,3,653.33,20
10000121,2025-01-01,751,60,11,403,41,1379.78,4
10000122,2025-01-09,193,1,156,403,11,1565.74,17
10000123,2025-01-15,527,17,136,403,28,1843.18,16
10000124,2025-01-06,167,25,197,401,17,932.01,8
10000125,2025-01-29,219,4,79,404,5,1786.24,16
10000126,2025-01-11,30,38,193,409,44,816.52,18
10000127,2025-01-11,390,41,34,402,29,409.56,3
10000128,2025-01-03,461,17,85,405,20,1802.73,12
10000129,2025-01-25,285,23,48,401,14,506.34,1
10000130,2025-01-13,114,47,168,411,3,511.91,19
10000131,2025-01-13,718,31,127,410,37,1201.98,6
10000132,2025-01-09,14,43,30,410,50,627.44,5
10000133,2025-01-28,644,2,51,403,18,1434.5,3
10000134,2025-01-04,168,4,126,400,9,1203.1,13
10000135,2025-01-07,41,38,167,400,50,1205.19,11
10000136,2025-01-28,850,51,117,411,22,570.38,2
10000137,2025-01-08,583,36,108,410,45,84.24,19
10000138,2025-01-19,50,6,95,408,12,350.13,20
10000139,2025-01-03,522,33,82,407,50,57.44,7
10000140,2025-01-25,441,42,115,409,19,1128.56,15
10000141,2025-01-20,122,26,41,404,48,1091.35,15
10000142,2025-01-17,831,46,21,400,50,556.62,6
10000143,2025-01-02,291,3,200,411,50,1004.65,20
10000144,2025-01-09,197,33,178,409,32,1506.74,20
10000145,2025-01-25,43,58,49,406,8,719.75,9
10000146,2025-01-11,962,56,152,408,44,410.2,18
10000147,2025-01-24,714,46,59,408,36,1187.56,10
10000148,2025-01-17,619,10,196,410,4,625.71,12
10000149,2025-01-31,906,13,177,403,11,1198.04,15
10000150,2025-01-29,939,20,196,407,20,676.28,19
10000151,2025-01-31,504,17,74,408,48,58.05,1
10000152,2025-01-22,305,52,137,409,31,562.31,17
10000153,2025-01-25,315,31,58,410,11,1038.3,12
10000154,2025-01-25,591,27,124,405,44,1197.88,1
10000155,2025-01-25,547,63,165,400,8,744.43,11
10000156,2025-01-09,258,14,54,403,34,798.19,12
10000157,2025-01-11,860,39,82,405,44,779.12,1
10000158,2025-01-22,272,57,13,411,36,650.77,7
10000159,2025-01-09,621,7,72,402,45,1755.52,8
10000160,2025-01-20,75,34,165,410,25,1552.66,2
10000161,2025-01-29,497,39,152,401,39,677.56,15
10000162,2025-01-31,773,62,158,405,40,1025.38,1
10000163,2025-01-01,533,48,127,406,39,229.86,17
10000164,2025-01-15,694,4,6,408,37,1210.21,17
10000165,2025-01-13,59,10,118,411,25,204.42,9
10000166,2025-01-08,85,3,16,401,8,207.34,2
10000167,2025-01-04,225,36,72,403,45,1183.74,8
10000168,2025-01-11,623,47,187,405,25,1670.7,15
10000169,2025-01-23,608,24,156,406,37,1614.75,4
10000170,2025-01-29,732,49,64,404,38,669.6,4
10000171,2025-01-07,954,48,142,407,28,1171.76,20
10000172,2025-01-20,690,35,71,411,43,1345.54,4
10000173,2025-01-23,878,59,27,406,50,1367.43,20
10000174,2025-01-15,344,27,183,402,37,553.87,3
10000175,2025-01-29,348,11,57,404,1,1085.23,3
10000176,2025-01-26,245,44,36,400,21,201.23,16
10000177,2025-01-22,543,63,93,407,41,108.92,18
10000178,2025-01-14,413,53,105,400,8,1368.95,11
10000179,2025-01-18,184,60,102,410,2,741.46,6
10000180,2025-01-07,309,49,30,403,36,1155.24,1
10000181,2025-01-08,741,2,133,407,39,848.56,7
10000182,2025-01-27,767,57,105,410,17,1273.63,13
10000183,2025-01-18,723,40,193,403,41,1555.29,9
10000184,2025-01-27,910,51,110,409,27,470.72,2
10000185,2025-01-24,741,8,25,411,7,209.76,13
10000186,2025-01-26,501,34,115,402,19,1184.65,14
10000187,2025-01-06,542,40,107,407,31,1283.84,18
10000188,2025-01-09,175,57,39,405,41,1896.58,3
10000189,2025-01-06,462,40,155,406,8,1114.45,18
10000190,2025-01-21,446,51,108,401,33,1606.47,20
10000191,2025-01-14,2,43,193,411,15,392.94,7
10000192,2025-01-31,560,42,73,404,28,741.2,19
10000193,2025-01-07,361,64,108,402,29,944.51,20
10000194,2025-01-10,11,64,152,400,40,1288.27,8
10000195,2025-01-09,914,38,139,411,8,483.26,18
10000196,2025-01-13,189,59,151,405,13,342.19,17
10000197,2025-01-19,972,30,34,400,30,819.39,16
10000198,2025-01-09,475,9,146,406,35,948.67,10
10000199,2025-01-16,799,40,19,411,17,780.65,6
10000200,2025-01-08,788,27,142,406,23,951.05,8
10000201,2025-01-03,250,1,169,405,29,883.29,10
10000202,2025-01-25,402,29,128,409,2,357.58,19
10000203,2025-01-17,836,32,125,408,15,264.81,14
10000204,2025-01-13,77,10,20,406,28,1802.78,20
10000205,2025-01-14,392,49,125,407,25,395.5,1
10000206,2025-01-17,373,38,71,400,47,611.27,17
10000207,2025-01-16,185,59,158,403,32,1768.75,20
10000208,2025-01-28,36,25,158,403,2,1350.56,10
10000209,2025-01-10,138,16,115,408,29,817.26,15
10000210,2025-01-16,54,27,13,409,29,1233.98,19
10000211,2025-01-11,951,61,111,401,15,385.24,14
10000212,2025-01-25,13,58,8,406,14,435.47,16
10000213,2025-01-21,119,39,146,400,37,829.72,15
10000214,2025-01-21,419,9,86,409,15,912.98,14
10000215,2025-01-02,596,55,39,404,25,565.02,15
10000216,2025-01-04,316,58,140,403,32,1215.19,13
10000217,2025-01-07,209,7,55,402,32,658.03,11
10000218,2025-01-27,271,31,168,410,27,928.71,12
10000219,2025-01-09,750,35,102,405,9,520.6,9
10000220,2025-01-31,83,23,152,404,25,1410.7,6
10000221,2025-01-18,95,16,124,400,43,1815.97,3
10000222,2025-01-31,748,64,114,400,27,658.36,4
10000223,2025-01-13,97,55,8,409,16,961.78,3
10000224,2025-01-08,967,15,91,402,10,344.9,7
10000225,2025-01-12,953,10,149,408,37,887.65,8
10000226,2025-01-13,17,32,169,400,13,112.3,12
10000227,2025-01-17,36,25,141,410,33,558.11,5
10000228,2025-01-12,484,61,79,406,32,102.21,8
10000229,2025-01-14,169,30,95,408,14,77.98,20
10000230,2025-01-22,373,56,110,400,42,1899.44,10
10000231,2025-01-11,199,21,48,401,1,1604.48,9
10000232,2025-01-24,937,58,177,408,16,360.19,18
10000233,2025-01-22,725,53,196,402,17,1842.63,3
10000234,2025-01-26,918,57,114,402,5,219.46,20
10000235,2025-01-05,154,4,186,407,9,635.81,3
10000236,2025-01-23,334,39,56,405,13,649.37,19
10000237,2025-01-28,976,60,97,410,15,725.08,13
10000238,2025-01-18,147,36,21,410,24,92.31,6
10000239,2025-01-28,780,19,152,400,5,761.99,9
10000240,2025-01-02,443,49,20,410,44,390.64,18
10000241,2025-01-11,202,31,163,408,36,1556.94,3
10000242,2025-01-09,578,18,131,400,4,197.61,8
10000243,2025-01-21,418,18,200,409,39,927.84,3
10000244,2025-01-03,204,9,155,411,13,1791.65,11
10000245,2025-01-31,473,6,155,406,19,310.1,7
10000246,2025-01-14,322,22,195,410,8,1429.89,11
10000247,2025-01-19,367,37,170,411,30,826.46,10
10000248,2025-01-07,436,63,33,411,10,792.98,18
10000249,2025-01-08,811,16,56,406,28,984.15,15
10000250,2025-01-07,742,64,179,406,47,134.74,14
10000251,2025-01-13,379,9,22,400,24,1822.89,3
10000252,2025-01-15,425,51,73,408,24,399.5,20
10000253,2025-01-08,998,48,90,406,23,1820.89,19
10000254,2025-01-12,246,61,126,409,36,351.97,16
10000255,2025-01-16,511,12,170,411,24,1255.46,7
10000256,2025-01-06,251,44,67,403,47,1880.08,2
10000257,2025-01-12,903,59,111,400,26,1852.28,4
10000258,2025-01-21,748,13,110,400,48,1265.25,13
10000259,2025-01-13,289,36,69,400,11,478.45,15
10000260,2025-01-12,46,50,164,407,1,1826.69,4
10000261,2025-01-01,817,29,177,403,2,355.65,15
10000262,2025-01-11,793,39,90,409,38,1572.87,1
10000263,2025-01-14,111,50,77,400,22,186.99,4
10000264,2025-01-25,379,36,104,405,19,1602.85,16
10000265,2025-01-09,604,51,145,400,19,1668.27,16
10000266,2025-01-25,56,64,165,410,35,1428.3,13
10000267,2025-01-08,6,30,56,405,14,797.94,7
10000268,2025-01-22,162,25,50,406,4,1186.63,13
10000269,2025-01-22,982,44,149,401,37,562.84,4
10000270,2025-01-25,729,48,18,400,36,684.22,1
10000271,2025-01-09,730,60,92,407,13,752.71,5
10000272,2025-01-16,272,64,155,403,41,297.38,3
10000273,2025-01-14,196,21,186,400,43,1419.24,10
10000274,2025-01-18,593,28,137,406,4,315.29,9
10000275,2025-01-10,978,64,136,409,27,188.84,15
10000276,2025-01-21,221,37,192,411,33,333.22,19
10000277,2025-01-13,631,10,105,411,40,282.5,5
10000278,2025-01-17,405,18,35,410,38,1456.81,18
10000279,2025-01-04,797,10,123,409,43,1559.32,4
10000280,2025-01-31,228,12,199,405,50,1566.94,4
10000281,2025-01-30,710,15,174,409,12,394.54,2
10000282,2025-01-16,38,30,45,409,22,1565.69,5
10000283,2025-01-01,687,15,157,407,17,1351.02,10
10000284,2025-01-22,418,27,55,408,23,1727.08,17
10000285,2025-01-15,984,50,143,407,44,894.13,12
10000286,2025-01-21,724,6,143,409,20,983.38,20
10000287,2025-01-11,852,58,89,403,31,1566.03,18
10000288,2025-01-28,90,59,168,400,31,1895.56,13
10000289,2025-01-13,508,27,56,400,16,1845.63,8
10000290,2025-01-22,419,15,64,407,3,1199.93,1
10000291,2025-01-17,909,31,116,400,47,323.73,13
10000292,2025-01-01,54,44,146,406,12,1252.94,13
10000293,2025-01-03,534,55,16,409,3,948.23,18
10000294,2025-01-23,470,10,194,405,9,1041.33,14
10000295,2025-01-30,856,20,34,403,4,978.46,8
10000296,2025-01-01,55,13,98,409,17,788.26,10
10000297,2025-01-12,526,47,35,402,40,1408.68,16
10000298,2025-01-26,369,41,61,405,14,488.81,11
10000299,2025-01-04,762,21,101,411,45,983.3,15
10000300,2025-01-26,131,59,151,400,16,1856.73,1
10000301,2025-01-31,272,55,41,411,8,667.43,19
10000302,2025-01-21,63,40,173,401,43,361.94,16
10000303,2025-01-05,234,31,56,408,48,1037.29,20
10000304,2025-01-01,671,55,37,411,41,992.99,3
10000305,2025-01-15,937,61,29,410,33,151.41,13
10000306,2025-01-19,640,52,85,410,21,992.67,9
10000307,2025-01-30,784,36,35,410,3,125.4,18
10000308,2025-01-26,948,39,74,410,41,1744.79,15
10000309,2025-01-15,630,27,168,408,22,352.69,16
10000310,2025-01-23,460,2,161,404,8,213.27,17
10000311,2025-01-05,660,58,16,405,14,513.89,11
10000312,2025-01-30,419,57,114,409,8,462.3,2
10000313,2025-01-04,586,8,132,409,19,1788.49,2
10000314,2025-01-28,167,18,110,406,25,323.01,4
10000315,2025-01-28,162,25,130,407,49,801.54,17
10000316,2025-01-09,360,55,135,402,30,608.79,8
10000317,2025-01-12,136,16,35,401,14,1715.18,9
10000318,2025-01-27,571,37,146,408,14,488.42,9
10000319,2025-01-21,651,61,80,402,5,1755.54,12
10000320,2025-01-11,792,15,60,401,41,1592.26,13
10000321,2025-01-25,572,32,21,407,2,1721.68,17
10000322,2025-01-01,101,50,3,401,20,1202.73,16
10000323,2025-01-12,680,59,124,410,49,624.98,6
10000324,2025-01-14,147,19,194,411,16,1354.23,13
10000325,2025-01-04,347,20,107,408,10,1749.9,9
10000326,2025-01-22,947,11,99,411,23,1356.45,4
10000327,2025-01-15,340,34,184,406,39,645.97,20
10000328,2025-01-06,928,60,123,407,22,179.11,17
10000329,2025-01-13,402,42,65,404,22,1748.22,11
10000330,2025-01-16,370,7,136,401,14,1191.02,6
10000331,2025-01-22,67,17,8,400,22,335.05,16
10000332,2025-01-31,851,62,93,402,32,1269.59,17
10000333,2025-01-14,910,17,15,401,32,1031.83,12
10000334,2025-01-04,165,44,68,402,6,1359.7,4
10000335,2025-01-03,471,59,110,407,23,1869.43,7
10000336,2025-01-27,512,57,55,408,46,1040.22,9
10000337,2025-01-02,582,5,153,402,17,772.61,9
10000338,2025-01-12,619,16,66,400,25,1393.72,18
10000339,2025-01-30,931,14,3,403,8,307.41,10
10000340,2025-01-21,268,61,131,402,2,1383.92,11
10000341,2025-01-24,362,6,182,406,44,540.26,6
10000342,2025-01-02,870,8,46,411,29,312.85,7
10000343,2025-01-13,607,45,191,409,41,598.91,1
10000344,2025-01-22,426,64,122,400,47,602.09,19
10000345,2025-01-01,304,7,41,408,29,1157.13,15
10000346,2025-01-25,477,63,198,408,22,1871.74,1
10000347,2025-01-06,835,26,14,411,42,1363.99,4
10000348,2025-01-02,146,31,75,403,49,757.26,16
10000349,2025-01-06,991,26,38,411,27,1741.44,5
10000350,2025-01-04,577,19,81,401,49,344.94,5
10000351,2025-01-06,157,5,182,400,17,950.51,2
10000352,2025-01-25,809,50,174,403,12,1101.24,15
10000353,2025-01-31,129,6,123,407,29,951.84,9
10000354,2025-01-25,380,64,78,411,34,604.72,2
10000355,2025-01-21,211,44,37,402,7,1435.84,13
10000356,2025-01-04,441,27,144,403,4,1344.1,19
10000357,2025-01-31,450,64,66,405,39,1522.9,10
10000358,2025-01-26,659,55,49,411,23,284.36,8
10000359,2025-01-13,13,37,52,411,49,1546.0,5
10000360,2025-01-11,780,32,67,409,20,773.59,16
10000361,2025-01-11,965,15,61,404,30,453.54,11
10000362,2025-01-10,12,46,181,404,49,1542.04,8
10000363,2025-01-09,740,35,125,410,5,1552.15,10
10000364,2025-01-15,314,1,37,402,49,461.64,12
10000365,2025-01-14,649,27,116,406,14,492.24,6
10000366,2025-01-06,165,35,26,404,30,1114.07,5
10000367,2025-01-13,796,58,115,402,49,1528.93,7
10000368,2025-01-24,569,38,78,404,3,909.64,11
10000369,2025-01-11,993,11,91,407,5,1463.94,5
10000370,2025-01-02,252,40,79,400,43,1262.97,13
10000371,2025-01-25,738,17,147,411,36,1708.01,12
10000372,2025-01-27,120,34,54,408,6,370.03,12
10000373,2025-01-31,520,5,92,406,6,1874.4,7
10000374,2025-01-20,495,62,152,405,26,297.13,11
10000375,2025-01-29,229,40,17,400,43,1845.96,10
10000376,2025-01-31,777,56,141,407,18,1740.39,15
10000377,2025-01-15,493,53,38,401,16,526.98,6
10000378,2025-01-29,65,4,54,407,19,1334.35,7
10000379,2025-01-10,717,9,78,402,21,1465.99,10
10000380,2025-01-17,949,49,2,402,2,63.27,2
10000381,2025-01-01,38,25,4,403,48,1112.43,4
10000382,2025-01-31,637,13,200,410,38,755.1,18
10000383,2025-01-23,958,24,136,411,49,1459.11,8
10000384,2025-01-20,383,56,172,406,33,407.4,8
10000385,2025-01-30,954,7,94,409,13,1805.63,9
10000386,2025-01-06,443,6,168,406,14,711.08,20
10000387,2025-01-18,1000,43,129,410,6,237.87,4
10000388,2025-01-12,898,59,138,403,45,1211.63,16
10000389,2025-01-27,130,59,21,401,49,1247.56,20
10000390,2025-01-18,422,51,181,411,44,1181.84,16
10000391,2025-01-28,941,8,77,408,33,1170.56,4
10000392,2025-01-17,450,43,113,402,8,1141.31,16
10000393,2025-01-26,184,60,129,400,38,832.68,7
10000394,2025-01-02,249,35,78,409,16,827.31,10
10000395,2025-01-01,443,57,155,402,30,779.66,17
10000396,2025-01-19,202,56,34,410,1,442.55,1
10000397,2025-01-28,643,44,34,403,22,1619.32,17
10000398,2025-01-11,389,64,181,403,4,538.98,16
10000399,2025-01-21,107,64,103,410,8,1575.52,8
10000400,2025-01-09,424,53,149,404,30,1524.17,11
10000401,2025-01-11,327,38,168,400,6,215.7,1
10000402,2025-01-15,548,50,40,401,35,89.92,15
10000403,2025-01-06,692,7,139,403,39,1597.46,2
10000404,2025-01-13,930,14,87,410,12,1105.47,20
10000405,2025-01-28,17,12,70,409,40,266.9,8
10000406,2025-01-01,783,30,30,410,37,1051.62,6
10000407,2025-01-10,551,36,168,404,22,384.63,3
10000408,2025-01-08,650,30,181,404,50,314.62,3
10000409,2025-01-18,89,53,139,401,5,884.38,12
10000410,2025-01-21,678,1,160,411,21,861.96,18
10000411,2025-01-03,207,50,162,407,18,600.74,14
10000412,2025-01-15,215,21,170,409,16,1467.21,19
10000413,2025-01-21,340,12,120,408,31,1435.2,6
10000414,2025-01-09,102,17,125,401,44,185.47,18
10000415,2025-01-24,618,55,102,402,22,1830.47,8
10000416,2025-01-10,68,28,114,407,2,1504.62,8
10000417,2025-01-10,669,2,48,409,47,1197.96,8
10000418,2025-01-11,414,21,106,401,4,1646.4,11
10000419,2025-01-01,222,20,73,409,4,1581.67,20
10000420,2025-01-08,188,50,100,408,32,1669.56,1
10000421,2025-01-11,844,58,94,411,31,966.57,20
10000422,2025-01-14,190,62,125,404,42,1806.64,20
10000423,2025-01-03,832,48,97,404,39,961.76,4
10000424,2025-01-10,982,62,166,405,33,1104.79,9
10000425,2025-01-08,472,19,31,404,36,148.21,11
10000426,2025-01-15,353,46,138,402,45,1812.01,2
10000427,2025-01-29,638,64,113,409,28,1186.09,14
10000428,2025-01-27,87,2,11,403,23,1838.88,20
10000429,2025-01-08,184,22,11,402,48,239.02,14
10000430,2025-01-22,801,33,95,410,6,356.43,12
10000431,2025-01-30,474,10,145,400,39,217.18,16
10000432,2025-01-31,545,34,176,411,17,675.11,17
10000433,2025-01-26,522,64,92,400,8,165.11,9
10000434,2025-01-07,711,59,127,409,2,1860.2,19
10000435,2025-01-29,833,1,4,409,32,1266.93,5
10000436,2025-01-21,507,31,81,411,5,821.07,2
10000437,2025-01-30,718,36,45,401,47,611.37,2
10000438,2025-01-03,396,37,120,411,2,1808.28,7
10000439,2025-01-21,253,25,195,411,18,1292.88,9
10000440,2025-01-07,96,44,160,407,43,1709.4,14
10000441,2025-01-13,671,11,63,406,18,690.45,15
10000442,2025-01-19,869,33,123,401,40,287.3,7
10000443,2025-01-30,859,6,66,410,48,1618.7,14
10000444,2025-01-10,325,57,125,406,29,458.74,16
10000445,2025-01-16,809,19,17,411,49,1836.86,20
10000446,2025-01-28,976,60,146,404,47,275.77,7
10000447,2025-01-20,534,45,108,409,33,1398.04,3
10000448,2025-01-18,291,45,163,406,30,342.27,9
10000449,2025-01-03,537,55,146,404,10,277.62,8
10000450,2025-01-04,185,42,112,401,47,552.86,9
10000451,2025-01-31,972,25,136,400,6,545.13,2
10000452,2025-01-17,886,26,127,403,29,1240.86,1
10000453,2025-01-16,398,59,143,406,29,1249.32,1
10000454,2025-01-15,779,34,175,405,9,1465.12,15
10000455,2025-01-06,326,50,30,405,35,992.15,20
10000456,2025-01-06,495,14,74,400,34,817.13,15
10000457,2025-01-22,204,30,110,405,20,1374.59,4
10000458,2025-01-18,892,53,34,405,30,942.18,13
10000459,2025-01-14,746,37,139,408,9,1132.0,14
10000460,2025-01-04,982,27,26,411,1,532.22,10
10000461,2025-01-30,86,7,127,410,28,1152.17,5
10000462,2025-01-05,12,31,109,403,31,604.53,4
10000463,2025-01-27,363,17,38,406,15,799.92,8
10000464,2025-01-06,360,13,15,402,1,1122.36,19
10000465,2025-01-02,211,39,180,409,14,729.8,10
10000466,2025-01-18,78,7,21,408,34,426.16,14
10000467,2025-01-24,266,31,111,410,19,818.56,11
10000468,2025-01-30,753,47,106,411,24,636.8,7
10000469,2025-01-02,111,55,104,409,35,1449.74,18
10000470,2025-01-21,617,46,2,411,13,809.71,19
10000471,2025-01-30,177,47,2,400,12,533.59,2
10000472,2025-01-18,831,55,78,404,22,781.68,11
10000473,2025-01-28,706,11,143,411,2,1307.95,11
10000474,2025-01-10,395,4,110,407,23,150.75,6
10000475,2025-01-17,531,49,179,408,9,1824.32,4
10000476,2025-01-31,495,1,4,408,15,408.47,18
10000477,2025-01-04,601,24,13,401,29,1159.77,19
10000478,2025-01-26,827,13,132,410,13,1770.92,8
10000479,2025-01-07,932,1,104,408,48,604.64,6
10000480,2025-01-05,827,44,27,409,8,1630.28,10
10000481,2025-01-08,253,26,185,406,28,895.58,15
10000482,2025-01-22,358,19,33,405,2,183.0,9
10000483,2025-01-05,412,59,125,410,44,1597.33,20
10000484,2025-01-17,390,37,92,409,17,1080.4,17
10000485,2025-01-31,847,63,109,404,26,561.24,6
10000486,2025-01-17,606,25,24,407,35,231.2,6
10000487,2025-01-31,105,32,135,407,48,712.43,13
10000488,2025-01-03,921,13,192,407,13,486.44,13
10000489,2025-01-16,945,59,127,404,38,1688.41,1
10000490,2025-01-29,432,21,134,401,50,397.46,1
10000491,2025-01-11,900,40,15,401,30,909.08,14
10000492,2025-01-27,588,33,31,411,4,1466.97,5
10000493,2025-01-08,267,38,50,404,40,1596.88,9
10000494,2025-01-16,673,62,40,411,24,1537.55,16
10000495,2025-01-21,11,20,120,408,31,934.29,3
10000496,2025-01-11,237,42,133,410,17,957.4,7
10000497,2025-01-09,6,18,180,404,31,81.59,20
10000498,2025-01-29,58,8,8,409,1,439.78,5
10000499,2025-01-22,444,61,75,409,14,1051.75,13
10000500,2025-01-16,276,54,155,403,39,154.81,20
10000501,2025-01-04,250,35,46,405,3,1541.45,8
10000502,2025-01-16,386,4,125,409,5,1457.0,12
10000503,2025-01-06,187,54,169,408,30,1183.42,9
10000504,2025-01-29,870,45,33,411,39,918.86,9
10000505,2025-01-17,140,13,50,408,6,1794.13,2
10000506,2025-01-07,848,5,189,404,48,1769.3,14
