opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP30000136,30000136,ACC000240,Clarke Taylor UK - Digital Transformation,Closed Won,146607.2,100,2025-08-14,2025-05-28,Web,New Customer,
OPP30000137,,ACC000704,Walker Roberts and Co - IoT Platform,Closed Lost,114004.43,0,2025-11-23,2025-08-12,Other,Existing Customer - Upgrade,
OPP30000138,,ACC000919,White Thomas Ltd - Hybrid Cloud,Closed Lost,24537.89,0,2025-11-22,2025-10-18,Phone Inquiry,Existing Customer - Replacement,21
OPP30000139,30000139,ACC000749,Moore Connect Group - 5G Business Solution,Closed Won,47651.27,100,2025-12-31,2025-09-01,Web,Existing Customer - Upgrade,
OPP30000140,,ACC000165,Harris Thomas International - Cloud Communications,Closed Lost,23016.48,0,2025-06-15,2025-01-27,Partner Referral,Existing Customer - Downgrade,
OPP30000141,,ACC000328,Moore Turner Services - Cloud Communications,Closed Lost,108198.05,0,2025-12-31,2025-11-29,Phone Inquiry,Existing Customer - Replacement,
OPP30000142,30000142,ACC000045,Smith Clark UK - Mobile Enterprise,Closed Won,79702.87,100,2025-09-09,2025-03-21,Campaign,New Customer,
OPP30000143,,ACC000516,White Clarke Group - Workforce Management,Closed Lost,103107.05,0,2025-12-01,2025-08-15,Campaign,New Customer,
OPP30000144,,ACC000953,Academy of Reading - SD-WAN Deployment,Closed Lost,193752.12,0,2025-12-19,2025-10-04,Phone Inquiry,New Customer,106
OPP30000145,,ACC000252,Harris Davies Holdings - Hybrid Cloud,Closed Lost,39671.17,0,2025-09-09,2025-07-16,Partner Referral,Existing Customer - Replacement,390
OPP30000146,,ACC000214,Moore Lee Holdings - UCaaS Project,Closed Lost,129329.39,0,2025-03-01,2025-01-28,Web,Renewal,
OPP30000147,,ACC000835,Martin Green International - SD-WAN Deployment,Closed Lost,22866.63,0,2025-09-25,2025-07-26,Web,Existing Customer - Upgrade,
OPP30000148,,ACC000883,Jones Baker and Co - Digital Transformation,Closed Lost,248860.5,0,2025-12-04,2025-09-04,Partner Referral,Existing Customer - Downgrade,94
OPP30000149,30000149,ACC000055,City Hospital NHS Trust - SIP Trunks,Closed Won,63461.49,100,2025-04-25,2025-02-25,Partner Referral,New Customer,
OPP30000150,30000150,ACC000569,Patel Turner and Co - Secure Communications,Closed Won,243696.77,100,2025-07-07,2025-01-12,Other,New Customer,
OPP30000151,,ACC000629,King Lee Ltd - Workforce Management,Closed Lost,233391.35,0,2025-12-31,2025-12-10,Campaign,Existing Customer - Replacement,
OPP30000152,,ACC000432,Moore Ward Holdings - Digital Transformation,Closed Lost,94183.4,0,2025-09-15,2025-08-07,Partner Referral,New Customer,
OPP30000153,,ACC000152,Wilson Johnson Partners - Mobile Enterprise,Closed Lost,17789.69,0,2025-12-31,2025-11-20,Web,Existing Customer - Upgrade,
OPP30000154,30000154,ACC000140,Walker Johnson International - SD-WAN Deployment,Closed Won,47853.03,100,2025-05-15,2025-01-20,Phone Inquiry,Existing Customer - Replacement,
OPP30000155,,ACC000874,Cooper Morris LLP - Hybrid Cloud,Closed Lost,35556.31,0,2025-10-23,2025-08-16,Phone Inquiry,Renewal,
OPP30000156,,ACC000452,Morgan Wright LLP - Secure Communications,Closed Lost,232698.08,0,2025-12-31,2025-08-27,Phone Inquiry,New Customer,321
OPP30000157,,ACC000261,Glasgow Borough Council - Cloud Communications,Closed Lost,45728.15,0,2025-12-31,2025-11-05,Phone Inquiry,Existing Customer - Upgrade,172
OPP30000158,,ACC000438,King Clark Associates - Secure Communications,Closed Lost,137866.4,0,2025-11-09,2025-07-12,Campaign,Existing Customer - Replacement,
OPP30000159,30000159,ACC000249,Brown Clarke and Co - UCaaS Project,Closed Won,136307.28,100,2025-12-28,2025-11-24,Partner Referral,Existing Customer - Downgrade,
OPP30000160,30000160,ACC000367,Walker Morgan Associates - SIP Trunks,Closed Won,10379.96,100,2025-10-03,2025-04-22,Other,Existing Customer - Replacement,449
OPP30000161,,ACC000572,Edwards King UK - Cloud Communications,Closed Lost,120633.36,0,2025-06-01,2025-04-15,Web,Existing Customer - Upgrade,
OPP30000162,,ACC000380,Johnson Wilson PLC - Secure Communications,Closed Lost,180531.8,0,2025-12-31,2025-10-05,Web,New Customer,
OPP30000163,30000163,ACC000071,Lewis White PLC - Workforce Management,Closed Won,71254.05,100,2025-06-25,2025-02-02,Web,Renewal,
OPP30000164,30000164,ACC000400,Smith Moore and Co - Mobile Enterprise,Closed Won,87383.44,100,2025-12-14,2025-09-25,Phone Inquiry,Existing Customer - Replacement,
OPP30000165,,ACC000989,Manchester Council - Mobile Enterprise,Closed Lost,107363.22,0,2025-12-31,2025-12-23,Web,Existing Customer - Replacement,
OPP30000166,,ACC000847,Brown Clark Ltd - SIP Trunks,Closed Lost,102052.79,0,2025-09-19,2025-08-07,Web,Existing Customer - Replacement,
OPP30000167,,ACC000265,Edwards Wood PLC - Digital Transformation,Closed Lost,63791.63,0,2025-12-31,2025-12-30,Campaign,Existing Customer - Downgrade,
OPP30000168,,ACC000574,Davies Baker Services - Contact Centre Solution,Closed Lost,21509.16,0,2025-12-31,2025-09-18,Web,Renewal,
OPP30000169,,ACC000371,Lee Jackson PLC - Mobile Enterprise,Closed Lost,179834.26,0,2025-08-17,2025-04-30,Partner Referral,Existing Customer - Replacement,80
OPP30000170,30000170,ACC000571,Morgan Jones UK - SIP Trunks,Closed Won,78476.07,100,2025-12-31,2025-10-26,Web,Existing Customer - Replacement,
OPP30000171,,ACC000646,Academy of Leeds - 5G Business Solution,Closed Lost,80837.92,0,2025-06-16,2025-01-26,Partner Referral,Existing Customer - Upgrade,22
OPP30000172,,ACC000041,Thompson Wright Holdings - Contact Centre Solution,Closed Lost,10347.31,0,2025-12-10,2025-11-02,Purchased List,Existing Customer - Replacement,
OPP30000173,30000173,ACC000473,Wright Lewis Holdings - UCaaS Project,Closed Won,125802.97,100,2025-09-16,2025-06-05,Purchased List,Existing Customer - Upgrade,387
OPP30000174,,ACC000215,Milton Keynes City Council - Secure Communications,Closed Lost,90517.68,0,2025-10-14,2025-06-23,Phone Inquiry,Renewal,
OPP30000175,30000175,ACC000455,Baker King Associates - SD-WAN Deployment,Closed Won,103514.02,100,2025-09-25,2025-04-23,Campaign,New Customer,
OPP30000176,30000176,ACC000046,Academy of Newcastle - Mobile Enterprise,Closed Won,48893.21,100,2025-12-31,2025-12-06,Purchased List,Existing Customer - Replacement,389
OPP30000177,,ACC000693,Morris Jones Holdings - Mobile Enterprise,Closed Lost,60271.34,0,2025-09-05,2025-06-12,Campaign,Existing Customer - Downgrade,
OPP30000178,30000178,ACC000861,City Hospital NHS Trust - Digital Transformation,Closed Won,86549.18,100,2025-04-26,2025-03-24,Phone Inquiry,Existing Customer - Upgrade,
