complaint_id,customer_key,complaint_date,complaint_type,status,resolution_days,compensation_amount,ofcom_escalated
20000053,86,2024-01-24,Other,Open,,0.0,False
20000054,744,2024-01-05,Customer Service,Under Investigation,25.0,0.0,False
20000055,964,2024-01-25,Billing,Open,27.0,17.55,False
20000056,385,2024-01-04,Customer Service,Under Investigation,13.0,0.0,False
20000057,354,2024-01-19,Billing,Open,,0.0,False
20000058,627,2024-01-12,Other,Resolved,,0.0,False
20000059,567,2024-01-28,Billing,Open,21.0,87.75,True
20000060,162,2024-01-20,Service,Resolved,19.0,0.0,False
20000061,80,2024-01-02,Billing,Closed,,12.26,False
20000062,359,2024-01-02,Customer Service,Closed,9.0,0.0,False
20000063,765,2024-01-05,Network,Closed,24.0,0.0,False
20000064,615,2024-01-26,Contract,Open,2.0,0.0,False
20000065,974,2024-01-25,Service,Resolved,25.0,0.0,False
20000066,630,2024-01-19,Customer Service,Under Investigation,27.0,0.0,False
20000067,172,2024-01-16,Customer Service,Open,,0.0,False
20000068,721,2024-01-24,Billing,Under Investigation,3.0,0.0,False
20000069,911,2024-01-08,Service,Open,19.0,0.0,False
20000070,426,2024-01-28,Network,Resolved,23.0,0.0,False
20000071,320,2024-01-16,Contract,Closed,11.0,0.0,False
20000072,446,2024-01-22,Contract,Open,23.0,0.0,False
20000073,727,2024-01-04,Customer Service,Under Investigation,20.0,0.0,False
20000074,682,2024-01-19,Other,Closed,26.0,0.0,True
20000075,159,2024-01-09,Billing,Under Investigation,15.0,84.78,False
20000076,481,2024-01-04,Billing,Closed,16.0,0.0,False
20000077,727,2024-01-08,Network,Open,5.0,0.0,False
20000078,222,2024-01-16,Billing,Under Investigation,,0.0,False
20000079,179,2024-01-01,Network,Open,11.0,0.0,False
20000080,382,2024-01-29,Contract,Resolved,,54.43,False
20000081,479,2024-01-04,Other,Under Investigation,4.0,0.0,False
20000082,82,2024-01-15,Customer Service,Under Investigation,15.0,0.0,False
20000083,725,2024-01-25,Service,Closed,10.0,0.0,False
20000084,854,2024-01-26,Network,Under Investigation,28.0,0.0,False
20000085,809,2024-01-23,Network,Open,19.0,0.0,False
20000086,370,2024-01-28,Other,Resolved,13.0,61.25,False
20000087,247,2024-01-26,Other,Under Investigation,13.0,0.0,False
20000088,120,2024-01-27,Billing,Closed,14.0,0.0,False
20000089,944,2024-01-03,Contract,Under Investigation,14.0,71.92,False
20000090,821,2024-01-19,Service,Closed,,0.0,False
20000091,81,2024-01-04,Service,Open,23.0,0.0,False
20000092,49,2024-01-16,Network,Open,,0.0,False
20000093,431,2024-01-17,Other,Resolved,,0.0,False
20000094,707,2024-01-15,Other,Resolved,25.0,0.0,False
20000095,541,2024-01-30,Customer Service,Under Investigation,,66.96,False
20000096,246,2024-01-04,Other,Closed,5.0,69.01,False
20000097,496,2024-01-23,Contract,Resolved,25.0,0.0,False
20000098,264,2024-01-27,Network,Under Investigation,16.0,0.0,False
20000099,634,2024-01-22,Billing,Resolved,29.0,0.0,False
20000100,345,2024-01-24,Network,Closed,,0.0,False
20000101,410,2024-01-08,Other,Resolved,19.0,0.0,False
20000102,769,2024-01-05,Billing,Open,14.0,49.31,False
20000103,42,2024-01-30,Customer Service,Under Investigation,19.0,0.0,False
20000104,768,2024-01-28,Billing,Under Investigation,25.0,0.0,False
20000105,851,2024-01-26,Contract,Closed,21.0,0.0,False
20000106,333,2024-01-29,Contract,Open,8.0,66.94,False
20000107,809,2024-01-17,Customer Service,Resolved,10.0,0.0,False
20000108,409,2024-01-15,Network,Resolved,,0.0,False
20000109,465,2024-01-04,Customer Service,Under Investigation,21.0,0.0,False
20000110,87,2024-01-04,Network,Under Investigation,27.0,98.61,False
20000111,593,2024-01-09,Billing,Closed,,0.0,False
20000112,706,2024-01-04,Billing,Resolved,,0.0,False
20000113,697,2024-01-18,Customer Service,Under Investigation,1.0,90.96,False
20000114,926,2024-01-11,Contract,Open,,0.0,False
20000115,379,2024-01-03,Contract,Open,14.0,0.0,False
20000116,854,2024-01-20,Other,Closed,23.0,0.0,False
20000117,70,2024-01-14,Billing,Open,,0.0,False
20000118,982,2024-01-27,Other,Closed,21.0,0.0,False
20000119,146,2024-01-12,Other,Under Investigation,26.0,0.0,False
20000120,425,2024-01-01,Contract,Open,17.0,10.38,False
20000121,644,2024-01-16,Service,Closed,,0.0,False
20000122,445,2024-01-03,Billing,Open,22.0,0.0,False
20000123,684,2024-01-25,Contract,Open,3.0,0.0,False
20000124,808,2024-01-14,Contract,Under Investigation,,34.41,False
20000125,583,2024-01-11,Customer Service,Resolved,,0.0,False
20000126,40,2024-01-12,Service,Under Investigation,,0.0,False
20000127,572,2024-01-11,Contract,Resolved,12.0,0.0,False
20000128,798,2024-01-02,Contract,Closed,,57.98,False
20000129,496,2024-01-20,Customer Service,Under Investigation,3.0,0.0,False
20000130,326,2024-01-22,Customer Service,Open,25.0,53.47,False
20000131,272,2024-01-23,Contract,Closed,28.0,0.0,False
20000132,700,2024-01-10,Service,Under Investigation,,0.0,False
20000133,971,2024-01-08,Network,Closed,30.0,0.0,False
20000134,193,2024-01-20,Other,Resolved,12.0,72.72,False
20000135,659,2024-01-01,Network,Under Investigation,26.0,0.0,False
20000136,201,2024-01-20,Customer Service,Resolved,,82.2,False
20000137,566,2024-01-29,Other,Closed,1.0,0.0,False
20000138,82,2024-01-23,Billing,Closed,,0.0,False
20000139,536,2024-01-12,Customer Service,Under Investigation,7.0,68.89,False
20000140,842,2024-01-27,Network,Closed,,38.0,False
20000141,935,2024-01-21,Contract,Under Investigation,11.0,0.0,False
20000142,300,2024-01-25,Service,Closed,,0.0,False
20000143,402,2024-01-20,Service,Open,5.0,81.75,False
20000144,557,2024-01-30,Customer Service,Closed,13.0,0.0,False
20000145,7,2024-01-26,Other,Open,15.0,0.0,False
20000146,778,2024-01-29,Network,Closed,,80.01,False
20000147,272,2024-01-06,Contract,Closed,1.0,0.0,False
20000148,306,2024-01-22,Service,Closed,20.0,0.0,False
20000149,925,2024-01-27,Service,Closed,3.0,0.0,False
20000150,167,2024-01-19,Billing,Under Investigation,22.0,0.0,False
20000151,920,2024-01-30,Other,Under Investigation,,0.0,False
20000152,990,2024-01-07,Service,Resolved,6.0,0.0,False
20000153,469,2024-01-21,Contract,Under Investigation,,0.0,False
20000154,986,2024-01-15,Other,Open,14.0,0.0,False
20000155,318,2024-01-12,Network,Resolved,,0.0,False
20000156,806,2024-01-03,Other,Closed,7.0,0.0,False
20000157,554,2024-01-12,Contract,Under Investigation,,86.22,False
20000158,734,2024-01-11,Customer Service,Open,17.0,0.0,True
20000159,55,2024-01-03,Billing,Under Investigation,,0.0,False
20000160,792,2024-01-11,Network,Closed,24.0,0.0,False
20000161,900,2024-01-21,Customer Service,Closed,26.0,0.0,False
20000162,871,2024-01-07,Customer Service,Under Investigation,3.0,0.0,False
20000163,574,2024-01-04,Service,Closed,27.0,28.04,False
20000164,265,2024-01-10,Contract,Open,8.0,27.05,False
20000165,292,2024-01-04,Customer Service,Resolved,12.0,0.0,False
20000166,464,2024-01-28,Network,Closed,27.0,86.02,False
20000167,758,2024-01-20,Billing,Under Investigation,16.0,0.0,False
20000168,490,2024-01-13,Service,Resolved,13.0,0.0,False
20000169,801,2024-01-20,Billing,Resolved,,0.0,False
20000170,174,2024-01-28,Service,Under Investigation,12.0,36.12,False
20000171,938,2024-01-05,Other,Under Investigation,,0.0,False
20000172,8,2024-01-02,Other,Open,,0.0,False
20000173,88,2024-01-09,Service,Under Investigation,5.0,0.0,False
20000174,335,2024-01-26,Billing,Resolved,27.0,0.0,False
20000175,44,2024-01-24,Contract,Under Investigation,,0.0,False
20000176,904,2024-01-20,Customer Service,Open,,0.0,False
20000177,574,2024-01-16,Service,Resolved,26.0,0.0,False
20000178,680,2024-01-28,Other,Closed,,0.0,False
20000179,932,2024-01-01,Customer Service,Resolved,,0.0,False
20000180,260,2024-01-22,Other,Open,,0.0,False
20000181,935,2024-01-17,Contract,Open,9.0,27.04,False
20000182,770,2024-01-17,Contract,Closed,,0.0,False
20000183,295,2024-01-23,Other,Resolved,13.0,58.4,False
20000184,907,2024-01-16,Service,Closed,14.0,0.0,False
20000185,657,2024-01-26,Contract,Under Investigation,8.0,0.0,False
20000186,936,2024-01-20,Billing,Closed,5.0,0.0,False
20000187,829,2024-01-27,Network,Closed,9.0,0.0,False
20000188,881,2024-01-10,Network,Resolved,15.0,0.0,False
20000189,781,2024-01-27,Customer Service,Under Investigation,9.0,59.69,False
20000190,721,2024-01-27,Other,Open,5.0,0.0,False
20000191,175,2024-01-02,Service,Under Investigation,10.0,0.0,False
20000192,993,2024-01-17,Contract,Closed,4.0,0.0,False
20000193,14,2024-01-08,Service,Resolved,21.0,0.0,False
20000194,969,2024-01-30,Service,Resolved,27.0,0.0,False
20000195,730,2024-01-28,Contract,Open,3.0,0.0,False
20000196,471,2024-01-16,Other,Open,4.0,0.0,False
20000197,951,2024-01-22,Other,Closed,8.0,0.0,False
20000198,657,2024-01-23,Contract,Resolved,7.0,0.0,True
20000199,186,2024-01-01,Network,Open,23.0,0.0,False
20000200,526,2024-01-13,Billing,Open,13.0,0.0,False
20000201,495,2024-01-20,Network,Under Investigation,,0.0,False
20000202,725,2024-01-26,Network,Under Investigation,,0.0,False
20000203,70,2024-01-29,Billing,Under Investigation,,0.0,False
20000204,252,2024-01-05,Network,Under Investigation,,62.46,False
20000205,854,2024-01-31,Customer Service,Open,,0.0,False
20000206,845,2024-01-26,Customer Service,Under Investigation,,0.0,False
20000207,419,2024-01-07,Customer Service,Closed,28.0,0.0,False
20000208,530,2024-01-14,Network,Under Investigation,,33.91,False
20000209,589,2024-01-20,Customer Service,Closed,,0.0,False
20000210,252,2024-01-18,Service,Resolved,,0.0,False
20000211,25,2024-01-28,Other,Resolved,,0.0,False
20000212,683,2024-01-06,Other,Under Investigation,,0.0,False
20000213,528,2024-01-11,Network,Closed,,0.0,False
20000214,390,2024-01-12,Customer Service,Closed,23.0,0.0,False
20000215,768,2024-01-20,Customer Service,Under Investigation,4.0,43.39,False
20000216,331,2024-01-12,Billing,Resolved,9.0,0.0,False
20000217,393,2024-01-30,Other,Closed,16.0,0.0,False
20000218,864,2024-01-04,Contract,Closed,3.0,0.0,False
20000219,272,2024-01-01,Customer Service,Closed,3.0,37.86,False
20000220,214,2024-01-18,Service,Open,30.0,0.0,False
20000221,870,2024-01-04,Contract,Under Investigation,19.0,0.0,False
20000222,67,2024-01-09,Billing,Under Investigation,6.0,13.42,False
20000223,191,2024-01-05,Other,Closed,,0.0,False
20000224,161,2024-01-03,Other,Under Investigation,3.0,0.0,False
20000225,59,2024-01-17,Contract,Open,23.0,0.0,False
20000226,185,2024-01-17,Service,Resolved,21.0,0.0,False
20000227,48,2024-01-31,Network,Open,8.0,28.45,True
20000228,501,2024-01-07,Customer Service,Under Investigation,9.0,0.0,False
20000229,883,2024-01-09,Other,Resolved,21.0,20.27,False
20000230,913,2024-01-24,Network,Closed,16.0,0.0,False
20000231,961,2024-01-31,Other,Open,11.0,14.29,False
20000232,237,2024-01-18,Customer Service,Open,,0.0,False
20000233,709,2024-01-08,Billing,Open,,0.0,False
20000234,635,2024-01-02,Other,Resolved,,0.0,False
20000235,212,2024-01-15,Network,Open,18.0,0.0,False
20000236,969,2024-01-04,Service,Resolved,19.0,0.0,False
20000237,143,2024-01-29,Contract,Closed,19.0,0.0,False
20000238,74,2024-01-26,Network,Resolved,8.0,0.0,False
20000239,823,2024-01-27,Network,Resolved,8.0,0.0,False
20000240,158,2024-01-04,Network,Resolved,9.0,0.0,False
20000241,383,2024-01-14,Contract,Resolved,3.0,0.0,False
20000242,382,2024-01-25,Network,Resolved,25.0,0.0,False
20000243,931,2024-01-31,Billing,Resolved,30.0,0.0,False
20000244,901,2024-01-26,Billing,Under Investigation,10.0,0.0,False
20000245,208,2024-01-15,Billing,Closed,13.0,0.0,False
20000246,595,2024-01-12,Contract,Resolved,18.0,99.65,False
20000247,444,2024-01-05,Customer Service,Open,,0.0,False
20000248,969,2024-01-24,Contract,Open,,84.42,False
20000249,493,2024-01-09,Contract,Closed,,0.0,False
20000250,924,2024-01-03,Contract,Under Investigation,,0.0,False
20000251,96,2024-01-15,Billing,Open,,0.0,False
20000252,286,2024-01-08,Other,Under Investigation,4.0,0.0,False
20000253,628,2024-01-09,Customer Service,Resolved,6.0,0.0,False
20000254,439,2024-01-24,Customer Service,Closed,,0.0,False
20000255,371,2024-01-02,Network,Closed,28.0,0.0,False
20000256,815,2024-01-09,Service,Closed,16.0,0.0,False
20000257,525,2024-01-27,Customer Service,Under Investigation,,0.0,False
20000258,435,2024-01-06,Other,Resolved,9.0,0.0,False
20000259,609,2024-01-27,Billing,Under Investigation,1.0,0.0,False
20000260,143,2024-01-18,Customer Service,Open,,0.0,False
20000261,919,2024-01-21,Customer Service,Closed,19.0,0.0,False
20000262,443,2024-01-25,Customer Service,Closed,3.0,0.0,False
20000263,252,2024-01-04,Billing,Open,7.0,0.0,False
20000264,914,2024-01-27,Customer Service,Open,16.0,0.0,False
20000265,322,2024-01-12,Customer Service,Resolved,11.0,0.0,False
20000266,353,2024-01-25,Customer Service,Closed,19.0,0.0,False
20000267,904,2024-01-26,Customer Service,Closed,27.0,0.0,False
20000268,349,2024-01-31,Other,Under Investigation,,0.0,False
20000269,900,2024-01-14,Contract,Under Investigation,19.0,0.0,False
20000270,702,2024-01-30,Other,Resolved,23.0,0.0,False
20000271,508,2024-01-20,Contract,Open,30.0,0.0,False
20000272,113,2024-01-19,Other,Open,,0.0,False
20000273,839,2024-01-14,Billing,Resolved,,0.0,False
20000274,396,2024-01-01,Customer Service,Resolved,,0.0,False
20000275,837,2024-01-11,Customer Service,Under Investigation,4.0,0.0,False
20000276,13,2024-01-18,Other,Open,6.0,0.0,False
20000277,897,2024-01-27,Billing,Resolved,,0.0,False
20000278,175,2024-01-07,Other,Resolved,12.0,0.0,False
20000279,130,2024-01-25,Billing,Open,21.0,0.0,False
20000280,689,2024-01-20,Service,Under Investigation,2.0,0.0,False
20000281,634,2024-01-08,Network,Under Investigation,13.0,0.0,False
20000282,294,2024-01-10,Customer Service,Closed,,64.39,False
20000283,461,2024-01-08,Customer Service,Open,21.0,0.0,False
20000284,933,2024-01-31,Customer Service,Open,,0.0,False
20000285,713,2024-01-02,Customer Service,Under Investigation,,69.9,False
20000286,776,2024-01-26,Other,Under Investigation,3.0,0.0,False
20000287,248,2024-01-14,Customer Service,Closed,,0.0,False
20000288,397,2024-01-23,Billing,Open,22.0,0.0,False
20000289,572,2024-01-05,Network,Open,,81.24,False
20000290,223,2024-01-07,Service,Open,30.0,0.0,False
20000291,103,2024-01-07,Service,Open,28.0,0.0,False
20000292,265,2024-01-16,Network,Open,13.0,0.0,False
20000293,745,2024-01-21,Other,Under Investigation,22.0,0.0,False
20000294,8,2024-01-05,Service,Resolved,9.0,25.85,False
20000295,740,2024-01-23,Service,Under Investigation,2.0,0.0,False
20000296,691,2024-01-05,Customer Service,Open,,0.0,False
20000297,932,2024-01-05,Network,Open,1.0,0.0,False
20000298,51,2024-01-06,Customer Service,Closed,15.0,23.05,False
20000299,614,2024-01-28,Network,Resolved,16.0,0.0,False
20000300,304,2024-01-19,Contract,Under Investigation,,0.0,False
20000301,1,2024-01-20,Billing,Resolved,,0.0,False
20000302,600,2024-01-28,Customer Service,Open,,18.01,False
20000303,576,2024-01-14,Customer Service,Resolved,25.0,77.27,False
20000304,640,2024-01-02,Service,Closed,9.0,0.0,False
20000305,48,2024-01-11,Service,Open,19.0,0.0,False
20000306,501,2024-01-30,Service,Under Investigation,8.0,0.0,False
20000307,392,2024-01-09,Network,Under Investigation,9.0,0.0,False
20000308,525,2024-01-26,Billing,Under Investigation,7.0,59.86,False
20000309,870,2024-01-31,Service,Resolved,,39.42,False
20000310,328,2024-01-25,Service,Open,,17.38,False
20000311,340,2024-01-15,Service,Under Investigation,11.0,0.0,False
20000312,639,2024-01-09,Other,Open,13.0,46.08,False
20000313,376,2024-01-22,Network,Open,,0.0,False
20000314,327,2024-01-25,Other,Under Investigation,1.0,0.0,False
20000315,336,2024-01-26,Service,Closed,10.0,0.0,False
20000316,825,2024-01-14,Billing,Resolved,26.0,0.0,False
20000317,748,2024-01-19,Billing,Under Investigation,7.0,0.0,False
20000318,520,2024-01-16,Contract,Closed,10.0,0.0,False
20000319,496,2024-01-09,Network,Resolved,25.0,0.0,False
20000320,706,2024-01-12,Service,Closed,4.0,0.0,False
20000321,281,2024-01-12,Network,Closed,2.0,0.0,False
20000322,338,2024-01-19,Other,Closed,27.0,16.96,False
20000323,510,2024-01-13,Network,Closed,22.0,0.0,False
20000324,98,2024-01-20,Service,Under Investigation,28.0,0.0,False
20000325,581,2024-01-14,Customer Service,Resolved,,21.0,False
20000326,668,2024-01-05,Contract,Under Investigation,,0.0,False
20000327,844,2024-01-22,Billing,Under Investigation,29.0,22.53,False
20000328,502,2024-01-10,Network,Closed,21.0,0.0,False
20000329,150,2024-01-02,Billing,Resolved,8.0,75.2,False
20000330,768,2024-01-11,Contract,Open,5.0,42.2,False
20000331,46,2024-01-18,Other,Open,17.0,0.0,False
20000332,842,2024-01-08,Network,Under Investigation,25.0,0.0,False
20000333,105,2024-01-13,Network,Open,,0.0,False
20000334,236,2024-01-06,Other,Closed,4.0,0.0,False
20000335,834,2024-01-28,Service,Under Investigation,11.0,0.0,False
20000336,465,2024-01-16,Service,Closed,27.0,95.28,False
20000337,359,2024-01-30,Contract,Under Investigation,,0.0,False
20000338,733,2024-01-13,Contract,Open,3.0,0.0,False
20000339,761,2024-01-28,Network,Open,7.0,0.0,False
20000340,533,2024-01-04,Service,Closed,,0.0,False
20000341,595,2024-01-11,Service,Resolved,23.0,0.0,False
20000342,270,2024-01-14,Contract,Open,5.0,0.0,False
20000343,965,2024-01-13,Network,Closed,,0.0,False
20000344,433,2024-01-08,Service,Under Investigation,,0.0,False
20000345,151,2024-01-15,Other,Resolved,,0.0,False
20000346,553,2024-01-27,Contract,Under Investigation,,0.0,False
20000347,692,2024-01-28,Service,Open,,27.53,False
20000348,589,2024-01-31,Service,Under Investigation,13.0,0.0,False
20000349,16,2024-01-18,Contract,Open,17.0,84.7,False
20000350,661,2024-01-28,Customer Service,Open,17.0,0.0,False
20000351,120,2024-01-18,Network,Resolved,,13.32,False
20000352,789,2024-01-07,Other,Open,15.0,0.0,False
20000353,829,2024-01-20,Billing,Under Investigation,30.0,66.54,False
20000354,196,2024-01-01,Contract,Closed,4.0,0.0,False
20000355,909,2024-01-04,Billing,Resolved,6.0,0.0,False
20000356,885,2024-01-04,Customer Service,Resolved,12.0,11.88,False
20000357,970,2024-01-17,Service,Closed,7.0,0.0,False
20000358,709,2024-01-23,Service,Open,,0.0,False
20000359,300,2024-01-27,Network,Closed,,0.0,False
20000360,236,2024-01-21,Contract,Open,1.0,0.0,False
20000361,452,2024-01-12,Contract,Open,19.0,0.0,False
20000362,624,2024-01-24,Contract,Closed,11.0,0.0,False
20000363,170,2024-01-19,Customer Service,Under Investigation,20.0,0.0,False
20000364,345,2024-01-02,Network,Resolved,11.0,0.0,False
20000365,555,2024-01-24,Billing,Resolved,20.0,18.56,False
20000366,578,2024-01-08,Contract,Open,10.0,0.0,False
20000367,584,2024-01-26,Contract,Open,,33.73,False
20000368,646,2024-01-13,Billing,Open,22.0,0.0,False
20000369,172,2024-01-31,Other,Open,16.0,0.0,False
20000370,621,2024-01-14,Service,Under Investigation,27.0,0.0,False
20000371,217,2024-01-03,Service,Under Investigation,19.0,0.0,False
20000372,176,2024-01-06,Network,Closed,,0.0,False
20000373,507,2024-01-03,Customer Service,Closed,,0.0,False
20000374,759,2024-01-30,Network,Open,3.0,0.0,False
20000375,919,2024-01-28,Service,Open,28.0,0.0,False
20000376,996,2024-01-29,Other,Resolved,30.0,0.0,False
20000377,239,2024-01-08,Network,Under Investigation,,0.0,False
20000378,700,2024-01-21,Other,Open,,0.0,False
20000379,349,2024-01-17,Other,Resolved,15.0,51.59,False
20000380,597,2024-01-23,Service,Closed,14.0,0.0,False
20000381,637,2024-01-02,Customer Service,Closed,,0.0,False
20000382,764,2024-01-07,Billing,Under Investigation,10.0,0.0,False
20000383,40,2024-01-23,Network,Closed,17.0,0.0,False
20000384,82,2024-01-30,Customer Service,Open,14.0,16.54,False
20000385,338,2024-01-10,Network,Under Investigation,26.0,0.0,False
20000386,321,2024-01-20,Customer Service,Closed,3.0,0.0,False
20000387,77,2024-01-03,Billing,Under Investigation,7.0,0.0,False
20000388,267,2024-01-04,Other,Open,15.0,0.0,True
20000389,147,2024-01-10,Customer Service,Resolved,,0.0,False
20000390,963,2024-01-15,Customer Service,Open,,0.0,False
20000391,822,2024-01-19,Customer Service,Closed,,0.0,False
20000392,788,2024-01-11,Service,Resolved,21.0,65.24,False
20000393,994,2024-01-15,Contract,Closed,29.0,0.0,False
20000394,538,2024-01-04,Other,Open,5.0,0.0,False
20000395,483,2024-01-09,Billing,Closed,,0.0,True
20000396,675,2024-01-08,Service,Closed,23.0,0.0,False
20000397,222,2024-01-06,Contract,Open,8.0,0.0,False
20000398,4,2024-01-10,Billing,Under Investigation,12.0,0.0,False
20000399,846,2024-01-14,Customer Service,Closed,,66.01,False
20000400,416,2024-01-18,Billing,Resolved,27.0,0.0,False
20000401,106,2024-01-19,Customer Service,Resolved,,0.0,False
20000402,639,2024-01-01,Billing,Under Investigation,,0.0,False
20000403,813,2024-01-18,Service,Resolved,10.0,0.0,False
20000404,874,2024-01-03,Billing,Resolved,,11.01,False
20000405,920,2024-01-19,Customer Service,Open,27.0,17.25,False
20000406,843,2024-01-25,Contract,Under Investigation,2.0,0.0,True
20000407,687,2024-01-25,Contract,Closed,23.0,0.0,False
20000408,656,2024-01-04,Customer Service,Open,,0.0,False
20000409,958,2024-01-24,Contract,Under Investigation,,0.0,False
20000410,29,2024-01-30,Customer Service,Under Investigation,,0.0,False
20000411,353,2024-01-10,Customer Service,Resolved,22.0,72.41,False
20000412,378,2024-01-07,Service,Closed,,56.47,False
20000413,390,2024-01-26,Network,Open,,0.0,False
20000414,582,2024-01-15,Contract,Open,24.0,0.0,False
20000415,323,2024-01-09,Network,Under Investigation,11.0,0.0,False
20000416,258,2024-01-23,Contract,Closed,26.0,0.0,False
20000417,886,2024-01-02,Contract,Open,,17.32,False
20000418,775,2024-01-29,Other,Under Investigation,27.0,0.0,False
20000419,279,2024-01-15,Billing,Open,,88.98,False
20000420,747,2024-01-01,Billing,Open,5.0,0.0,False
20000421,575,2024-01-14,Customer Service,Under Investigation,18.0,74.85,False
20000422,952,2024-01-11,Other,Open,15.0,73.67,False
20000423,812,2024-01-05,Customer Service,Under Investigation,23.0,0.0,False
20000424,105,2024-01-10,Other,Open,22.0,0.0,False
20000425,486,2024-01-02,Other,Under Investigation,12.0,74.55,False
20000426,532,2024-01-11,Service,Closed,3.0,0.0,False
20000427,723,2024-01-09,Billing,Under Investigation,28.0,0.0,False
20000428,467,2024-01-20,Customer Service,Open,10.0,0.0,False
20000429,952,2024-01-31,Customer Service,Under Investigation,16.0,0.0,False
20000430,252,2024-01-18,Billing,Closed,9.0,0.0,False
20000431,836,2024-01-28,Network,Resolved,27.0,51.31,False
20000432,502,2024-01-24,Contract,Open,28.0,0.0,False
20000433,560,2024-01-10,Network,Open,14.0,0.0,False
20000434,77,2024-01-20,Customer Service,Resolved,11.0,0.0,False
20000435,866,2024-01-09,Other,Open,6.0,0.0,False
20000436,51,2024-01-28,Other,Closed,,0.0,False
20000437,155,2024-01-04,Other,Under Investigation,17.0,0.0,False
20000438,704,2024-01-20,Contract,Resolved,30.0,0.0,False
20000439,398,2024-01-06,Network,Open,10.0,0.0,False
20000440,475,2024-01-27,Customer Service,Open,20.0,0.0,False
20000441,704,2024-01-16,Billing,Under Investigation,11.0,0.0,False
20000442,454,2024-01-26,Other,Open,6.0,31.88,False
20000443,419,2024-01-30,Other,Resolved,5.0,0.0,False
20000444,360,2024-01-10,Customer Service,Resolved,3.0,19.05,False
20000445,418,2024-01-16,Other,Under Investigation,16.0,0.0,False
20000446,934,2024-01-11,Customer Service,Open,8.0,36.92,False
20000447,439,2024-01-25,Customer Service,Closed,18.0,34.8,False
20000448,332,2024-01-22,Contract,Open,,0.0,False
20000449,169,2024-01-27,Contract,Under Investigation,22.0,0.0,True
20000450,633,2024-01-03,Other,Open,22.0,0.0,False
20000451,3,2024-01-17,Other,Resolved,1.0,65.87,False
20000452,120,2024-01-22,Contract,Resolved,6.0,0.0,False
