sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
20000039,2024-01-21,908,46,199,409,19,304.99,16
20000040,2024-01-18,591,36,188,409,31,1332.34,19
20000041,2024-01-21,518,61,87,408,10,1739.09,4
20000042,2024-01-18,542,20,22,406,31,1484.54,19
20000043,2024-01-26,717,60,146,404,31,781.99,18
20000044,2024-01-18,179,58,35,407,34,1002.07,4
20000045,2024-01-18,368,31,111,408,19,77.65,4
20000046,2024-01-08,955,5,69,402,16,1207.39,7
20000047,2024-01-26,247,1,141,411,32,1481.95,19
20000048,2024-01-30,977,8,2,409,11,298.57,13
20000049,2024-01-26,759,21,140,406,8,797.18,19
20000050,2024-01-02,897,9,146,404,44,851.27,5
20000051,2024-01-14,740,52,6,411,5,1313.49,17
20000052,2024-01-21,884,49,16,406,31,397.17,11
20000053,2024-01-29,272,30,20,401,25,353.6,3
20000054,2024-01-24,990,22,121,407,42,1694.82,13
20000055,2024-01-06,143,55,47,402,33,266.52,14
20000056,2024-01-17,902,18,149,407,28,1208.41,17
20000057,2024-01-18,996,2,9,402,35,1452.41,4
20000058,2024-01-19,418,2,164,407,43,1313.34,20
20000059,2024-01-31,604,30,66,402,22,765.24,6
20000060,2024-01-10,443,58,39,411,29,954.29,1
20000061,2024-01-17,595,63,159,411,25,1394.49,7
20000062,2024-01-08,944,28,140,402,41,1046.11,17
20000063,2024-01-09,78,55,15,402,16,1295.52,5
20000064,2024-01-29,83,12,73,404,23,1018.64,4
20000065,2024-01-01,107,22,94,407,29,1772.54,7
20000066,2024-01-02,272,34,14,401,1,343.2,5
20000067,2024-01-29,476,24,152,407,29,1730.33,7
20000068,2024-01-19,497,52,73,408,30,988.47,12
20000069,2024-01-20,557,11,149,402,25,1392.57,4
20000070,2024-01-21,852,17,153,408,23,1267.06,14
20000071,2024-01-09,423,2,191,408,36,1428.43,7
20000072,2024-01-22,864,14,59,410,9,1651.03,10
20000073,2024-01-26,40,63,58,409,22,284.14,14
20000074,2024-01-01,166,52,164,407,49,506.9,5
20000075,2024-01-11,202,8,58,403,12,551.8,19
20000076,2024-01-11,363,23,146,403,8,833.31,4
20000077,2024-01-30,646,11,166,405,30,746.91,19
20000078,2024-01-22,852,64,70,403,29,474.59,2
20000079,2024-01-06,521,53,159,405,4,90.61,3
20000080,2024-01-03,691,32,115,403,8,659.47,12
20000081,2024-01-13,547,60,174,407,31,48.62,4
20000082,2024-01-21,167,32,192,410,27,1025.31,9
20000083,2024-01-31,935,54,69,402,48,996.0,2
20000084,2024-01-07,662,34,39,403,34,1721.21,13
20000085,2024-01-23,108,60,81,407,34,972.29,18
20000086,2024-01-17,256,44,87,400,32,436.63,6
20000087,2024-01-08,77,20,173,404,3,1213.3,11
20000088,2024-01-11,830,43,188,401,33,336.29,17
20000089,2024-01-03,623,54,199,404,34,1271.08,17
20000090,2024-01-30,236,40,72,406,16,309.84,3
20000091,2024-01-14,437,32,173,401,23,439.54,14
20000092,2024-01-24,822,12,130,402,16,1231.8,6
20000093,2024-01-30,763,15,24,411,42,58.08,9
20000094,2024-01-14,901,27,69,404,38,906.37,5
20000095,2024-01-10,876,9,142,406,33,67.59,15
20000096,2024-01-12,33,49,119,408,3,1347.85,17
20000097,2024-01-29,643,60,104,400,37,1011.38,9
20000098,2024-01-07,649,49,169,401,17,980.6,9
20000099,2024-01-20,412,51,182,410,46,1687.15,14
20000100,2024-01-07,687,47,131,404,2,1034.87,16
20000101,2024-01-12,715,15,8,409,22,82.89,18
20000102,2024-01-14,917,34,86,411,48,803.71,13
20000103,2024-01-30,828,58,89,404,28,1786.09,11
20000104,2024-01-31,484,23,51,401,49,1092.8,11
20000105,2024-01-24,797,32,167,407,7,1323.06,7
20000106,2024-01-12,333,11,189,404,44,289.15,13
20000107,2024-01-05,465,42,167,403,39,1043.44,18
20000108,2024-01-13,366,7,47,408,50,986.21,3
20000109,2024-01-01,186,31,3,403,30,1177.56,16
20000110,2024-01-17,648,59,80,402,8,978.83,16
20000111,2024-01-12,304,12,45,411,7,128.76,7
20000112,2024-01-28,347,4,127,407,41,328.92,1
20000113,2024-01-02,924,43,5,404,33,1304.15,4
20000114,2024-01-26,277,50,49,401,46,215.61,1
20000115,2024-01-18,538,32,42,410,43,1046.29,8
20000116,2024-01-16,194,14,143,407,40,1199.2,12
20000117,2024-01-30,956,36,108,410,39,1465.9,6
20000118,2024-01-18,109,54,125,408,2,1592.87,18
20000119,2024-01-15,984,44,172,403,9,1212.19,15
20000120,2024-01-11,897,43,198,411,16,863.31,19
20000121,2024-01-06,467,9,198,407,47,822.56,20
20000122,2024-01-02,537,19,139,405,33,1757.46,3
20000123,2024-01-23,285,9,5,402,6,1737.14,3
20000124,2024-01-03,883,49,50,403,47,1383.56,15
20000125,2024-01-25,378,28,189,401,27,540.48,1
20000126,2024-01-28,117,3,71,406,43,1005.01,7
20000127,2024-01-22,520,43,73,411,19,1121.54,17
20000128,2024-01-23,818,54,72,400,31,1019.67,4
20000129,2024-01-21,268,34,199,405,11,1308.03,6
20000130,2024-01-20,740,27,172,408,43,1497.95,8
20000131,2024-01-16,716,36,116,400,33,234.8,15
20000132,2024-01-31,30,52,93,406,15,376.3,14
20000133,2024-01-30,299,35,131,400,17,362.94,10
20000134,2024-01-10,319,31,151,407,43,298.28,15
20000135,2024-01-21,861,57,154,407,6,1574.79,16
20000136,2024-01-06,400,24,88,406,7,407.96,14
20000137,2024-01-15,692,59,145,405,45,642.96,19
20000138,2024-01-21,907,32,61,409,26,1523.35,12
20000139,2024-01-07,252,11,190,405,23,206.8,3
20000140,2024-01-10,98,42,163,407,4,1503.53,16
20000141,2024-01-11,18,10,171,409,21,1073.52,10
20000142,2024-01-03,842,17,72,401,7,1701.27,20
20000143,2024-01-01,292,43,167,406,19,524.18,10
20000144,2024-01-18,996,30,103,404,2,693.72,19
20000145,2024-01-28,130,57,158,400,45,1474.04,12
20000146,2024-01-22,475,11,147,402,39,1604.43,17
20000147,2024-01-23,398,16,108,404,35,106.43,11
20000148,2024-01-20,665,12,147,411,20,839.04,16
20000149,2024-01-02,972,27,55,402,19,1308.34,15
20000150,2024-01-30,432,5,199,411,44,337.45,1
20000151,2024-01-04,59,20,168,410,45,1772.97,1
20000152,2024-01-31,965,5,195,400,2,1196.42,13
20000153,2024-01-18,841,49,84,407,35,755.13,15
20000154,2024-01-22,529,35,56,410,11,1741.34,12
20000155,2024-01-08,549,58,153,408,49,1723.93,9
20000156,2024-01-10,979,26,39,410,50,1405.89,9
20000157,2024-01-29,773,54,10,401,45,1038.58,13
20000158,2024-01-28,802,4,151,402,15,1294.57,16
20000159,2024-01-28,39,57,139,403,31,1517.67,6
20000160,2024-01-05,511,44,185,403,39,937.03,3
20000161,2024-01-08,510,16,143,409,28,953.72,20
20000162,2024-01-21,130,60,33,408,38,1222.45,20
20000163,2024-01-27,959,2,153,403,37,847.6,7
20000164,2024-01-29,564,18,81,405,48,887.76,10
20000165,2024-01-02,657,62,120,408,4,150.52,13
20000166,2024-01-01,368,3,38,407,44,1340.7,20
20000167,2024-01-22,980,57,114,402,32,1052.41,3
20000168,2024-01-21,312,49,107,409,9,928.04,15
20000169,2024-01-08,919,50,40,410,33,721.79,20
20000170,2024-01-03,960,58,121,403,28,621.94,1
20000171,2024-01-11,997,48,158,400,20,263.72,4
20000172,2024-01-20,555,58,20,402,47,756.62,12
20000173,2024-01-15,943,21,90,407,49,1488.23,20
20000174,2024-01-11,389,14,35,406,31,1767.65,7
20000175,2024-01-22,522,62,67,411,33,390.29,19
20000176,2024-01-13,233,51,198,402,4,212.11,9
20000177,2024-01-06,555,54,75,406,26,832.04,3
20000178,2024-01-06,927,42,109,402,34,139.3,3
20000179,2024-01-07,229,58,171,402,6,148.01,9
20000180,2024-01-29,503,16,107,401,22,193.94,8
20000181,2024-01-04,992,33,4,400,16,117.84,17
20000182,2024-01-15,19,41,67,409,49,269.98,16
20000183,2024-01-31,774,32,41,405,11,155.61,12
20000184,2024-01-21,333,41,67,405,26,945.31,9
20000185,2024-01-30,318,34,4,401,44,516.92,15
20000186,2024-01-10,479,24,4,401,7,1579.44,8
20000187,2024-01-15,5,21,133,402,43,1036.13,1
20000188,2024-01-10,531,44,152,406,47,174.23,12
20000189,2024-01-14,719,3,182,408,48,740.41,7
20000190,2024-01-30,286,12,135,408,3,459.81,7
20000191,2024-01-02,182,25,31,400,49,45.96,4
20000192,2024-01-24,957,9,135,402,30,1506.39,18
20000193,2024-01-16,699,1,66,409,46,89.81,2
20000194,2024-01-28,886,36,129,408,41,1726.23,7
20000195,2024-01-31,33,61,43,400,36,901.67,12
20000196,2024-01-15,804,34,27,402,32,1150.34,2
20000197,2024-01-25,432,51,29,400,12,1235.71,10
20000198,2024-01-10,11,6,36,407,18,791.39,14
20000199,2024-01-06,628,32,152,407,31,1136.81,4
20000200,2024-01-12,316,24,33,400,3,225.44,4
20000201,2024-01-07,592,42,140,403,12,1025.15,3
20000202,2024-01-23,533,31,56,402,27,1370.75,10
20000203,2024-01-20,430,5,34,402,43,1307.33,10
20000204,2024-01-25,193,3,21,407,12,645.55,1
20000205,2024-01-01,725,7,17,402,45,520.29,18
20000206,2024-01-18,370,22,168,407,19,222.93,5
20000207,2024-01-16,536,22,119,401,34,1090.01,9
20000208,2024-01-22,398,8,8,408,36,101.84,16
20000209,2024-01-30,237,45,95,408,20,735.87,6
20000210,2024-01-29,972,1,75,402,5,568.81,17
20000211,2024-01-12,572,20,61,410,49,1174.51,18
20000212,2024-01-25,954,21,100,403,23,1137.82,16
20000213,2024-01-15,514,13,59,400,47,788.68,3
20000214,2024-01-12,363,15,35,409,33,432.35,11
20000215,2024-01-10,580,28,130,408,18,1482.4,6
20000216,2024-01-31,814,39,32,408,8,836.8,4
20000217,2024-01-02,412,23,61,400,48,146.19,13
20000218,2024-01-18,864,30,191,410,5,485.96,9
20000219,2024-01-01,281,50,146,402,46,143.12,20
20000220,2024-01-04,561,25,47,407,30,424.31,11
20000221,2024-01-18,50,27,114,400,45,771.68,11
20000222,2024-01-17,398,61,144,401,30,615.41,11
20000223,2024-01-05,15,40,114,407,45,211.81,16
20000224,2024-01-18,865,36,61,402,21,1293.49,12
20000225,2024-01-17,119,59,134,409,22,277.37,14
20000226,2024-01-26,377,28,196,406,50,233.34,2
20000227,2024-01-03,907,2,105,400,42,507.8,12
20000228,2024-01-18,681,57,198,408,33,1193.64,10
20000229,2024-01-19,992,45,200,405,46,1448.08,18
20000230,2024-01-18,178,2,99,409,28,1777.54,14
20000231,2024-01-16,925,30,41,400,44,1648.62,10
20000232,2024-01-09,793,51,199,406,41,395.78,18
20000233,2024-01-19,216,20,156,409,39,1782.66,19
20000234,2024-01-13,965,39,66,411,25,1444.67,11
20000235,2024-01-04,927,3,86,400,39,1314.82,1
20000236,2024-01-18,303,20,22,411,46,1355.34,4
20000237,2024-01-22,420,2,31,407,7,947.81,13
20000238,2024-01-27,367,15,32,411,27,1240.33,18
20000239,2024-01-01,371,56,84,400,35,1318.11,11
20000240,2024-01-25,936,55,125,407,45,1385.09,17
20000241,2024-01-31,760,29,50,411,50,1521.23,18
20000242,2024-01-31,889,16,196,408,26,1177.95,4
20000243,2024-01-21,689,19,57,410,3,977.98,5
20000244,2024-01-30,99,61,122,404,7,1250.86,2
20000245,2024-01-30,21,29,193,408,37,1521.74,9
20000246,2024-01-16,85,34,96,405,40,385.27,16
20000247,2024-01-27,172,64,58,402,42,953.13,9
20000248,2024-01-29,403,51,155,406,7,670.87,18
20000249,2024-01-28,906,55,15,400,46,300.66,5
20000250,2024-01-20,299,39,23,401,12,596.75,11
20000251,2024-01-11,668,11,60,404,36,427.74,4
20000252,2024-01-13,976,13,118,407,19,1049.67,1
20000253,2024-01-01,33,20,144,403,41,351.06,11
20000254,2024-01-27,81,34,181,411,30,1579.36,9
20000255,2024-01-29,990,48,60,400,9,1359.14,14
20000256,2024-01-07,187,46,143,410,32,1220.29,19
20000257,2024-01-27,236,7,146,403,27,869.25,2
20000258,2024-01-01,339,25,155,410,25,1573.32,2
20000259,2024-01-14,976,47,9,411,38,1092.96,3
20000260,2024-01-31,312,15,200,407,28,326.65,18
20000261,2024-01-23,912,46,101,408,10,1296.14,11
20000262,2024-01-27,985,62,108,408,20,1110.15,3
20000263,2024-01-30,304,26,134,405,21,435.79,9
20000264,2024-01-11,532,35,123,404,16,701.13,3
20000265,2024-01-16,77,20,114,411,42,689.3,3
20000266,2024-01-02,496,64,94,405,21,1183.06,9
20000267,2024-01-27,841,8,37,403,37,677.26,18
20000268,2024-01-26,59,14,34,409,34,905.33,6
20000269,2024-01-01,768,7,30,409,1,272.12,13
20000270,2024-01-15,628,30,100,409,22,930.08,10
20000271,2024-01-11,145,16,128,405,3,1795.56,1
20000272,2024-01-12,990,8,59,400,3,1457.52,8
20000273,2024-01-17,648,17,93,410,6,1654.91,9
20000274,2024-01-06,826,23,58,408,1,1568.21,5
20000275,2024-01-22,301,29,90,404,1,1036.76,5
20000276,2024-01-23,61,1,200,406,50,599.48,19
20000277,2024-01-19,79,57,161,411,36,1309.2,10
20000278,2024-01-07,342,8,31,411,28,1713.09,1
20000279,2024-01-09,143,42,8,410,1,1370.65,16
20000280,2024-01-07,732,52,142,409,46,952.08,6
20000281,2024-01-12,522,13,34,400,42,1460.96,1
20000282,2024-01-19,150,13,66,402,23,1191.84,9
20000283,2024-01-30,966,47,63,400,4,625.54,10
20000284,2024-01-15,178,34,83,405,32,911.35,8
20000285,2024-01-02,947,47,71,402,41,820.54,2
20000286,2024-01-10,506,25,88,410,11,533.85,4
20000287,2024-01-13,165,28,108,408,41,658.11,9
20000288,2024-01-21,890,25,54,401,22,1469.97,7
20000289,2024-01-19,289,17,56,411,30,1452.73,3
20000290,2024-01-31,9,63,194,401,12,1654.45,15
20000291,2024-01-02,975,40,38,405,4,1246.57,10
20000292,2024-01-01,663,22,150,410,20,1195.25,10
20000293,2024-01-04,338,46,140,404,25,948.72,20
20000294,2024-01-20,558,52,175,400,8,861.61,4
20000295,2024-01-23,116,45,25,411,7,631.76,19
20000296,2024-01-22,761,46,119,401,44,562.15,2
20000297,2024-01-26,968,12,83,402,46,674.57,15
20000298,2024-01-05,253,10,156,400,48,1466.63,20
20000299,2024-01-17,661,47,182,410,30,347.13,9
20000300,2024-01-19,412,29,36,402,12,1519.53,19
20000301,2024-01-14,570,46,2,406,24,1446.22,12
20000302,2024-01-05,274,61,68,405,26,411.5,9
20000303,2024-01-24,630,35,133,403,50,1353.97,16
20000304,2024-01-18,734,35,29,411,47,632.6,16
20000305,2024-01-29,342,7,73,402,37,717.49,17
20000306,2024-01-29,87,11,176,405,18,1490.61,5
20000307,2024-01-08,130,26,163,406,17,1684.67,4
20000308,2024-01-09,172,27,78,408,19,1338.83,10
20000309,2024-01-11,803,23,49,411,18,94.82,14
20000310,2024-01-03,136,41,179,410,1,1465.47,7
20000311,2024-01-31,156,17,7,408,20,542.38,20
20000312,2024-01-01,380,23,53,405,7,1038.75,19
20000313,2024-01-29,668,22,30,408,28,547.14,16
20000314,2024-01-17,791,58,168,403,23,1594.05,17
20000315,2024-01-18,531,60,77,404,48,1613.08,9
20000316,2024-01-18,576,21,108,403,23,1641.69,6
20000317,2024-01-31,872,54,64,409,33,846.78,4
20000318,2024-01-01,412,6,198,406,8,282.41,12
20000319,2024-01-14,749,32,91,401,33,1774.36,6
20000320,2024-01-04,290,7,33,408,22,112.09,16
20000321,2024-01-31,194,51,166,406,23,855.1,11
20000322,2024-01-27,941,49,153,402,6,1177.07,15
20000323,2024-01-06,622,62,75,406,4,1224.43,3
20000324,2024-01-04,464,59,8,409,15,409.23,1
20000325,2024-01-12,88,13,148,408,28,1150.06,13
20000326,2024-01-28,475,49,122,411,38,366.09,13
20000327,2024-01-20,76,46,15,407,4,821.0,18
20000328,2024-01-22,383,37,69,409,18,1707.74,17
20000329,2024-01-11,805,51,18,401,36,138.35,6
20000330,2024-01-18,220,56,161,407,32,1287.93,1
20000331,2024-01-25,207,49,43,407,32,1772.74,2
20000332,2024-01-03,572,59,98,406,19,955.95,7
20000333,2024-01-13,250,46,108,408,3,1237.34,20
20000334,2024-01-06,386,59,79,410,50,104.1,14
20000335,2024-01-09,565,49,167,402,11,1598.3,16
20000336,2024-01-24,739,29,18,406,4,1770.52,5
20000337,2024-01-06,858,4,151,406,49,1597.6,20
20000338,2024-01-29,517,44,159,406,22,1076.72,2
20000339,2024-01-15,178,36,134,400,41,1086.5,6
20000340,2024-01-07,771,31,19,408,46,1598.62,8
20000341,2024-01-09,32,51,43,408,16,1032.41,11
20000342,2024-01-21,941,25,162,406,35,175.51,7
20000343,2024-01-25,557,5,63,409,33,1052.47,18
20000344,2024-01-03,699,9,159,409,47,366.68,15
20000345,2024-01-06,425,16,195,402,4,1794.91,6
20000346,2024-01-22,73,57,59,401,20,551.42,8
20000347,2024-01-30,375,22,160,410,27,615.76,1
20000348,2024-01-23,34,20,71,408,1,312.95,9
20000349,2024-01-17,898,48,9,411,27,894.58,11
20000350,2024-01-26,642,8,21,403,20,1092.85,8
20000351,2024-01-26,848,17,47,407,12,1719.44,13
20000352,2024-01-29,367,24,161,403,2,1413.77,15
20000353,2024-01-23,652,18,10,400,36,668.1,8
20000354,2024-01-26,275,10,191,406,24,1128.28,11
20000355,2024-01-23,395,39,27,411,4,1202.8,18
20000356,2024-01-09,513,35,91,408,32,1244.0,10
20000357,2024-01-25,20,11,180,408,30,1471.69,17
20000358,2024-01-07,670,49,53,404,19,1742.8,6
20000359,2024-01-15,87,42,2,407,23,1005.68,19
20000360,2024-01-08,413,28,108,403,40,159.06,8
20000361,2024-01-11,936,37,98,402,15,783.71,15
20000362,2024-01-24,657,1,165,406,45,1043.62,10
20000363,2024-01-05,63,56,126,403,25,1535.1,1
20000364,2024-01-03,2,30,68,405,42,937.22,20
20000365,2024-01-30,85,6,187,401,27,1544.94,15
20000366,2024-01-06,917,32,130,401,26,776.72,10
20000367,2024-01-14,411,54,35,408,5,764.44,18
20000368,2024-01-26,158,58,98,409,16,387.41,8
20000369,2024-01-29,498,17,101,403,5,1261.75,19
20000370,2024-01-08,183,51,200,405,30,510.5,11
20000371,2024-01-27,974,53,27,407,29,144.44,10
20000372,2024-01-12,810,6,7,402,5,735.28,5
20000373,2024-01-05,510,30,68,404,4,1664.44,5
20000374,2024-01-31,551,29,152,403,50,1483.17,9
20000375,2024-01-31,88,8,9,409,46,1038.26,5
20000376,2024-01-03,738,44,167,405,25,1227.73,9
20000377,2024-01-07,387,44,26,411,16,1128.31,12
20000378,2024-01-26,398,5,105,402,17,754.69,5
20000379,2024-01-02,564,24,151,402,16,962.29,11
20000380,2024-01-31,837,10,155,404,34,1305.19,4
20000381,2024-01-10,157,58,66,405,43,622.69,2
20000382,2024-01-08,830,16,109,404,42,930.37,11
20000383,2024-01-16,898,11,21,408,1,1152.55,9
20000384,2024-01-30,878,34,129,403,48,50.98,10
20000385,2024-01-23,737,19,12,403,26,1484.51,5
20000386,2024-01-12,856,55,57,410,25,1519.62,14
20000387,2024-01-05,703,13,8,407,5,517.92,4
20000388,2024-01-09,524,37,16,403,42,1331.19,8
20000389,2024-01-03,277,64,182,410,45,206.73,18
20000390,2024-01-22,435,12,48,402,20,1494.63,18
20000391,2024-01-10,164,60,13,401,26,1501.98,20
20000392,2024-01-10,129,26,169,404,22,1101.5,15
20000393,2024-01-02,842,32,152,406,48,130.61,13
20000394,2024-01-14,684,15,27,411,19,1335.52,17
20000395,2024-01-01,656,47,121,402,34,179.93,11
20000396,2024-01-22,893,64,26,402,31,548.65,1
20000397,2024-01-31,248,58,45,408,6,1444.85,1
20000398,2024-01-09,673,14,103,407,10,357.66,6
20000399,2024-01-07,933,8,16,403,33,1507.12,4
20000400,2024-01-31,442,1,19,409,4,1198.67,1
20000401,2024-01-14,102,30,186,404,27,1120.55,11
20000402,2024-01-22,651,38,147,406,38,104.56,17
20000403,2024-01-08,533,13,67,405,50,1126.98,5
20000404,2024-01-03,476,53,97,407,47,463.35,14
20000405,2024-01-21,885,38,119,403,45,1736.13,16
20000406,2024-01-07,18,40,67,408,48,1166.51,1
20000407,2024-01-29,18,8,183,408,25,58.64,12
20000408,2024-01-03,686,8,77,408,5,1596.84,1
20000409,2024-01-22,592,47,85,406,6,194.24,17
20000410,2024-01-30,544,22,157,403,29,287.93,5
20000411,2024-01-22,103,53,138,401,23,1111.75,2
20000412,2024-01-02,654,56,91,411,34,1538.59,19
20000413,2024-01-16,771,31,69,410,1,1231.88,11
20000414,2024-01-14,198,11,57,401,37,455.46,14
20000415,2024-01-22,957,31,155,405,40,258.45,3
20000416,2024-01-15,654,20,119,408,40,874.33,1
20000417,2024-01-07,847,5,80,411,12,1004.94,17
20000418,2024-01-20,263,42,177,406,41,1504.48,6
20000419,2024-01-24,887,53,167,402,31,641.26,9
20000420,2024-01-04,911,50,37,402,9,1377.47,20
20000421,2024-01-30,922,57,178,407,15,1060.08,17
20000422,2024-01-17,731,62,66,407,18,178.12,5
20000423,2024-01-09,990,41,82,410,7,920.09,20
20000424,2024-01-02,734,53,146,411,25,177.03,3
20000425,2024-01-08,958,18,82,411,32,465.77,19
20000426,2024-01-11,175,39,61,403,9,1436.58,10
20000427,2024-01-31,422,27,139,410,24,489.82,7
20000428,2024-01-25,35,16,31,411,5,926.69,4
20000429,2024-01-22,363,59,6,408,49,1591.54,13
20000430,2024-01-11,77,52,198,410,42,589.62,15
20000431,2024-01-04,652,10,44,404,20,99.36,19
20000432,2024-01-15,813,56,26,405,1,904.85,6
20000433,2024-01-13,827,12,146,405,38,1433.02,14
20000434,2024-01-02,497,50,6,402,38,120.0,5
20000435,2024-01-26,440,6,139,411,12,1394.99,7
20000436,2024-01-10,312,12,86,410,26,60.78,5
20000437,2024-01-09,771,48,24,403,47,1582.45,9
20000438,2024-01-29,230,16,52,403,45,1683.23,16
20000439,2024-01-04,630,22,15,400,18,738.3,3
20000440,2024-01-24,745,47,183,407,33,1516.65,4
20000441,2024-01-11,728,14,170,403,45,1223.06,20
20000442,2024-01-13,700,53,140,409,42,1768.56,19
20000443,2024-01-14,339,35,99,404,23,333.32,10
20000444,2024-01-20,440,10,95,408,17,727.31,7
20000445,2024-01-28,971,51,183,408,11,1679.7,15
20000446,2024-01-21,696,40,159,404,27,296.24,13
20000447,2024-01-28,131,26,58,407,34,832.19,8
20000448,2024-01-17,737,58,98,402,12,1252.84,20
20000449,2024-01-03,987,16,90,410,35,1754.0,19
20000450,2024-01-04,300,54,189,403,49,180.68,4
20000451,2024-01-07,650,16,168,405,43,275.35,5
20000452,2024-01-05,231,46,69,400,19,1135.67,15
20000453,2024-01-10,701,21,104,408,36,1504.66,1
20000454,2024-01-29,237,64,1,401,3,646.6,11
20000455,2024-01-27,797,32,186,411,41,87.84,7
20000456,2024-01-27,58,49,166,410,35,779.19,16
20000457,2024-01-30,95,28,114,410,26,1463.19,15
20000458,2024-01-13,55,40,152,404,26,651.29,1
20000459,2024-01-24,56,15,155,400,30,393.75,17
20000460,2024-01-14,896,55,163,401,46,643.59,10
20000461,2024-01-20,249,64,195,408,11,662.89,7
20000462,2024-01-12,368,23,17,411,3,661.62,8
20000463,2024-01-21,694,48,44,404,48,674.67,8
20000464,2024-01-28,156,39,112,404,32,1363.7,7
20000465,2024-01-14,469,64,179,402,24,1572.46,9
20000466,2024-01-02,943,48,162,406,41,1220.46,12
20000467,2024-01-17,323,21,160,404,23,1264.19,15
20000468,2024-01-10,287,35,175,406,4,1573.09,18
20000469,2024-01-21,728,51,114,403,41,785.4,17
20000470,2024-01-06,163,31,171,405,36,700.22,17
20000471,2024-01-17,782,10,151,401,20,1112.88,3
20000472,2024-01-14,654,37,79,409,50,714.67,1
20000473,2024-01-19,894,20,7,403,2,1105.44,2
20000474,2024-01-18,231,4,100,408,20,847.12,18
20000475,2024-01-31,291,49,164,400,28,1015.54,19
20000476,2024-01-19,3,60,189,401,11,1464.63,18
20000477,2024-01-13,765,28,98,401,28,1002.3,14
20000478,2024-01-03,398,40,143,400,21,1082.98,4
20000479,2024-01-19,315,18,160,407,23,812.13,1
20000480,2024-01-10,334,19,163,404,19,1133.27,4
20000481,2024-01-03,330,27,78,410,26,1396.75,20
20000482,2024-01-21,928,39,52,400,21,463.72,18
20000483,2024-01-31,398,56,141,404,10,1034.59,15
20000484,2024-01-09,246,38,7,404,29,445.61,8
20000485,2024-01-28,66,23,174,401,26,833.28,12
20000486,2024-01-20,960,39,187,405,9,1568.54,5
20000487,2024-01-03,2,7,56,411,11,1296.13,13
20000488,2024-01-14,161,49,122,410,1,781.63,1
20000489,2024-01-12,573,27,80,407,43,186.86,20
20000490,2024-01-20,535,35,153,406,24,851.43,10
20000491,2024-01-03,38,19,35,408,50,373.89,19
20000492,2024-01-14,732,61,130,403,5,156.87,20
20000493,2024-01-25,467,10,56,403,19,200.58,10
20000494,2024-01-23,766,43,166,400,27,498.27,16
20000495,2024-01-29,494,63,155,410,37,1399.48,13
20000496,2024-01-01,599,48,72,408,3,77.91,12
20000497,2024-01-11,914,51,131,408,3,872.16,10
20000498,2024-01-04,89,62,68,409,25,519.75,14
20000499,2024-01-12,76,16,142,408,28,322.44,4
20000500,2024-01-26,792,52,145,404,49,413.9,13
20000501,2024-01-26,559,53,115,410,12,461.1,8
20000502,2024-01-23,956,46,13,401,43,686.79,19
20000503,2024-01-01,945,35,11,402,49,556.88,2
20000504,2024-01-29,931,52,23,401,40,650.63,1
20000505,2024-01-05,450,46,83,407,4,1027.98,7
20000506,2024-01-18,509,42,119,401,12,550.82,18
