opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP20000155,,ACC000274,SIP Trunks - Roberts Ltd,Negotiation,58156.84,75,2024-05-27,2024-01-04,Cold Call,Renewal,CMP00005
OPP20000156,,ACC000358,Cloud Connect - Brown Solutions,Proposal,169835.66,50,2024-05-12,2024-01-24,Event,Renewal,
OPP20000157,,ACC000428,SD-WAN - Williams Group,Prospecting,422203.39,10,2024-05-21,2024-01-18,Web,Renewal,
OPP20000158,,ACC000210,Unified Comms - Wilson Solutions,Qualification,14541.06,25,2024-07-14,2024-01-31,Inbound Call,Existing Customer - Replacement,
OPP20000159,,ACC000189,Horizon Mobile - Smith Partners,Qualification,87449.47,25,2024-05-08,2024-01-16,Event,Renewal,
OPP20000160,,ACC000216,Horizon Mobile - Thomas Partners,Closed Lost,198979.59,0,2024-03-09,2024-01-04,Inbound Call,Existing Customer - Replacement,
OPP20000161,,ACC000317,SIP Trunks - Evans PLC,Qualification,198988.26,25,2024-03-02,2024-01-17,Cold Call,Existing Customer - Upgrade,
OPP20000162,,ACC000167,Unified Comms - Taylor PLC,Proposal,367462.75,50,2024-06-11,2024-01-02,Web,Renewal,
OPP20000163,,ACC000435,Unified Comms - Wilson Solutions,Qualification,129597.88,25,2024-05-04,2024-01-23,Event,Renewal,
OPP20000164,,ACC000061,Horizon Mobile - Brown Associates,Qualification,445356.97,25,2024-05-09,2024-01-06,Inbound Call,Existing Customer - Upgrade,CMP00043
OPP20000165,,ACC000359,Cyber Security - Brown Services,Closed Lost,251431.56,0,2024-05-21,2024-01-13,Inbound Call,Existing Customer - Replacement,
OPP20000166,,ACC000032,Horizon Mobile - Taylor Holdings,Closed Lost,87686.74,0,2024-03-24,2024-01-24,Event,Existing Customer - Upgrade,
OPP20000167,,ACC000499,Horizon Mobile - Williams Holdings,Proposal,22427.22,50,2024-07-05,2024-01-26,Inbound Call,New Customer,
OPP20000168,20000168,ACC000434,Unified Comms - Brown Services,Closed Won,401416.74,100,2024-03-21,2024-01-02,Inbound Call,Renewal,
OPP20000169,,ACC000209,IoT Platform - Evans Partners,Negotiation,235291.8,75,2024-06-04,2024-01-26,Web,Existing Customer - Replacement,
OPP20000170,,ACC000215,Unified Comms - Williams Group,Proposal,74943.13,50,2024-05-18,2024-01-25,Cold Call,Existing Customer - Upgrade,
OPP20000171,,ACC000202,Cloud Connect - Wilson Holdings,Negotiation,445423.49,75,2024-05-20,2024-01-21,Other,Existing Customer - Replacement,CMP00029
OPP20000172,20000172,ACC000102,Horizon Mobile - Evans PLC,Closed Won,300765.02,100,2024-05-19,2024-01-23,Web,Renewal,
OPP20000173,20000173,ACC000136,5G Enterprise - Roberts Services,Closed Won,93546.06,100,2024-06-29,2024-01-07,Event,Existing Customer - Upgrade,CMP00043
OPP20000174,,ACC000389,Cyber Security - Evans Partners,Qualification,316752.62,25,2024-02-04,2024-01-04,Cold Call,Existing Customer - Upgrade,CMP00034
OPP20000175,,ACC000247,Cloud Connect - Jones Solutions,Negotiation,427456.39,75,2024-03-22,2024-01-14,Other,Renewal,
OPP20000176,20000176,ACC000349,5G Enterprise - Jones PLC,Closed Won,24826.41,100,2024-03-02,2024-01-08,Partner Referral,Renewal,CMP00026
OPP20000177,,ACC000197,Unified Comms - Roberts Holdings,Prospecting,204606.68,10,2024-03-03,2024-01-13,Inbound Call,New Customer,
OPP20000178,,ACC000034,SIP Trunks - Davies Holdings,Proposal,164045.11,50,2024-04-29,2024-01-09,Web,New Customer,
OPP20000179,,ACC000047,SIP Trunks - Williams Services,Prospecting,189113.15,10,2024-03-05,2024-01-21,Web,Existing Customer - Replacement,
OPP20000180,,ACC000384,Horizon Mobile - Taylor Solutions,Prospecting,353964.23,10,2024-02-05,2024-01-01,Inbound Call,Renewal,
OPP20000181,,ACC000344,Cloud Connect - Thomas Associates,Closed Lost,349848.71,0,2024-03-31,2024-02-29,Other,Existing Customer - Upgrade,CMP00047
OPP20000182,20000182,ACC000352,SIP Trunks - Jones Partners,Closed Won,72027.74,100,2024-05-26,2024-02-01,Web,Existing Customer - Replacement,
OPP20000183,,ACC000450,5G Enterprise - Thomas Ltd,Proposal,94394.98,50,2024-05-15,2024-02-10,Cold Call,New Customer,CMP00049
OPP20000184,,ACC000156,Cloud Connect - Thomas Solutions,Proposal,268144.45,50,2024-08-08,2024-02-11,Cold Call,Existing Customer - Upgrade,
OPP20000185,,ACC000019,Cloud Connect - Wilson Holdings,Prospecting,15940.84,10,2024-08-08,2024-02-20,Other,Renewal,
OPP20000186,,ACC000238,Horizon Mobile - Roberts Services,Proposal,412755.57,50,2024-06-29,2024-02-19,Other,Existing Customer - Replacement,CMP00023
OPP20000187,,ACC000295,Unified Comms - Evans Solutions,Negotiation,96000.86,75,2024-05-20,2024-02-19,Cold Call,New Customer,CMP00035
OPP20000188,,ACC000254,5G Enterprise - Thomas Solutions,Proposal,367295.71,50,2024-05-25,2024-02-18,Other,Existing Customer - Upgrade,
OPP20000189,,ACC000085,Cyber Security - Jones Solutions,Negotiation,221326.15,75,2024-07-13,2024-02-10,Event,Existing Customer - Upgrade,
OPP20000190,,ACC000343,5G Enterprise - Wilson Solutions,Prospecting,227382.25,10,2024-06-07,2024-02-28,Inbound Call,Existing Customer - Upgrade,CMP00003
OPP20000191,,ACC000344,SIP Trunks - Williams Services,Prospecting,428121.88,10,2024-07-11,2024-02-27,Partner Referral,Existing Customer - Replacement,
