record_id,campaign_key,campaign_date,channel,impressions,clicks,conversions,spend,revenue_attributed
20000050,26,2024-01-21,PPC,57920,2820,241,2721.92,42964.0
20000051,28,2024-01-10,Email,3674,131,3,3990.02,187.45
20000052,57,2024-01-30,TV,54939,1255,46,2790.81,6504.29
20000053,53,2024-01-03,Display,55092,1042,62,2620.34,7256.08
20000054,31,2024-01-02,Radio,36263,713,66,1085.49,5786.43
20000055,8,2024-01-11,Display,75629,2263,148,2212.3,10505.9
20000056,1,2024-01-07,Display,84778,3009,203,837.29,35734.41
20000057,44,2024-01-09,Email,7939,180,8,3135.62,818.05
20000058,32,2024-01-19,Radio,33508,866,55,109.37,10064.17
20000059,41,2024-01-20,PPC,28227,1105,105,777.64,20526.72
20000060,43,2024-01-29,Radio,75614,972,72,3623.89,8509.26
20000061,36,2024-01-16,Radio,11220,339,9,1879.03,620.96
20000062,40,2024-01-05,TV,26036,1090,61,1265.26,6613.32
20000063,5,2024-01-11,Social,9722,190,16,2642.4,1943.32
20000064,41,2024-01-17,Email,18042,674,23,3159.01,2525.69
20000065,7,2024-01-26,TV,10229,232,7,723.14,1330.19
20000066,33,2024-01-24,Email,52606,1792,92,192.01,15185.4
20000067,44,2024-01-19,Display,72003,2401,223,3310.52,12955.63
20000068,15,2024-01-29,Display,52351,2157,194,669.27,35889.07
20000069,50,2024-01-08,Radio,14872,729,27,3886.32,5265.01
20000070,23,2024-01-17,TV,45537,1313,112,2253.77,21685.74
20000071,30,2024-01-20,PPC,79243,1544,122,541.53,24202.93
20000072,18,2024-01-04,Display,75093,2317,159,1736.74,17474.46
20000073,21,2024-01-21,Email,67650,1408,73,2928.28,10418.49
20000074,33,2024-01-15,Radio,29375,578,44,2995.9,7571.43
20000075,30,2024-01-04,PPC,29988,503,42,2905.11,3324.24
20000076,38,2024-01-16,Display,47457,2172,97,3204.67,8619.09
20000077,32,2024-01-18,Email,7540,264,15,4498.91,2064.09
20000078,23,2024-01-25,TV,4189,63,6,3719.9,397.41
20000079,10,2024-01-24,PPC,46645,1396,90,3014.3,9762.99
20000080,46,2024-01-15,Social,25862,1252,123,2906.32,9733.02
20000081,53,2024-01-29,PPC,46415,1766,139,836.27,14438.45
20000082,50,2024-01-01,Display,5237,80,6,303.71,374.55
20000083,53,2024-01-04,TV,8360,158,8,3523.16,1007.88
20000084,5,2024-01-28,Social,58130,2156,114,2892.93,16123.11
20000085,26,2024-01-19,Direct Mail,32681,1287,35,3383.93,3825.04
20000086,56,2024-01-02,TV,35782,952,40,2998.21,5650.85
20000087,15,2024-01-02,Display,44744,2182,129,1489.7,19617.09
20000088,58,2024-01-27,PPC,26469,436,29,3798.39,2433.1
20000089,45,2024-01-06,Display,27992,441,39,3947.25,2573.84
20000090,17,2024-01-16,PPC,52601,1464,83,2746.15,8030.9
20000091,60,2024-01-06,Direct Mail,27902,1005,83,3807.42,6897.16
20000092,26,2024-01-25,Display,1990,58,2,2707.12,143.55
20000093,33,2024-01-23,Email,71644,2112,53,278.32,6562.05
20000094,11,2024-01-10,PPC,15068,531,20,1556.3,2572.97
20000095,39,2024-01-09,Social,11336,446,24,4036.1,1312.35
20000096,34,2024-01-19,Direct Mail,51379,2072,136,3155.08,24407.81
20000097,3,2024-01-26,Social,11328,260,9,1161.42,730.29
20000098,49,2024-01-25,Email,23429,470,33,3749.71,5791.63
20000099,48,2024-01-19,Direct Mail,25179,1068,23,2642.65,3587.23
20000100,53,2024-01-16,Direct Mail,35597,1161,95,646.63,10590.16
20000101,43,2024-01-11,Direct Mail,15532,300,7,2450.42,962.03
20000102,43,2024-01-31,Social,16023,250,22,3496.34,1683.72
20000103,32,2024-01-23,PPC,45465,2221,58,3789.59,10020.13
20000104,4,2024-01-05,PPC,33908,1289,92,3711.64,5173.71
20000105,52,2024-01-08,Email,35437,1128,99,3157.93,9011.37
20000106,30,2024-01-10,TV,29322,1460,134,2157.21,21019.43
20000107,8,2024-01-02,TV,43782,570,48,253.9,9524.74
20000108,9,2024-01-02,Display,77211,2742,226,4275.22,14813.99
20000109,55,2024-01-27,TV,39017,878,73,4244.4,7921.42
20000110,23,2024-01-01,Direct Mail,6412,231,5,3102.57,529.67
20000111,47,2024-01-21,Email,41335,1654,58,3169.8,7167.52
20000112,39,2024-01-20,Radio,20087,300,14,2181.03,1322.75
20000113,21,2024-01-02,TV,3267,54,2,2636.06,212.84
20000114,46,2024-01-17,TV,36721,539,51,4202.79,4588.79
20000115,60,2024-01-19,Direct Mail,65466,1123,33,3016.69,4996.01
20000116,58,2024-01-24,Email,28666,967,75,778.1,13759.6
20000117,34,2024-01-03,TV,63312,2912,260,4346.63,34117.56
20000118,39,2024-01-09,PPC,48002,2006,134,306.75,13219.98
20000119,20,2024-01-27,Radio,42607,1144,103,2888.88,12318.49
20000120,14,2024-01-22,Display,40351,1338,126,3341.6,16820.97
20000121,23,2024-01-14,Email,30844,1178,36,120.29,6295.95
20000122,17,2024-01-08,Display,7823,272,8,1989.91,858.58
20000123,23,2024-01-25,Radio,18482,846,43,305.25,6869.34
20000124,20,2024-01-06,Email,21909,708,69,1357.53,5565.62
20000125,50,2024-01-20,Direct Mail,83689,3404,77,489.51,13842.52
20000126,48,2024-01-29,Radio,23570,987,93,3186.59,11463.8
20000127,32,2024-01-13,Direct Mail,53379,2048,192,2709.78,35233.29
20000128,23,2024-01-26,Radio,62997,2747,160,4242.35,9010.6
20000129,24,2024-01-10,Email,73933,1494,133,4220.89,19556.97
20000130,45,2024-01-12,PPC,13445,156,8,2065.89,1255.88
20000131,16,2024-01-16,PPC,77231,2462,139,3367.51,24195.65
20000132,48,2024-01-30,Radio,25656,954,47,4136.55,8236.31
20000133,55,2024-01-03,Display,41101,843,55,239.85,3366.12
20000134,42,2024-01-19,Radio,27844,1291,52,1645.04,7557.91
20000135,30,2024-01-30,Email,68874,2938,262,3727.96,25101.67
20000136,55,2024-01-14,TV,69467,2343,97,1662.79,8332.0
20000137,8,2024-01-26,Radio,65332,3252,156,3679.94,28481.58
20000138,11,2024-01-24,PPC,64135,2419,91,4353.56,10691.76
20000139,54,2024-01-04,Display,48632,745,20,4460.72,1423.64
20000140,23,2024-01-10,Direct Mail,75270,3630,292,2562.25,31897.04
20000141,33,2024-01-30,Direct Mail,24784,1068,54,3975.96,2900.04
20000142,57,2024-01-15,Display,65461,1898,41,131.2,6580.15
20000143,27,2024-01-08,Email,12874,288,27,3510.85,1963.07
20000144,18,2024-01-15,Social,43925,1089,31,302.44,3777.53
20000145,27,2024-01-12,Email,2488,62,2,2332.76,256.42
20000146,37,2024-01-22,Direct Mail,13133,616,46,4127.89,6169.3
20000147,27,2024-01-17,TV,36458,1363,85,370.78,5361.59
20000148,32,2024-01-27,Radio,13887,533,43,1364.85,5257.73
20000149,42,2024-01-30,TV,5633,173,17,2436.71,2885.83
20000150,14,2024-01-27,Direct Mail,23206,603,31,4486.75,4084.2
20000151,38,2024-01-14,Direct Mail,70759,937,87,3664.15,13665.55
20000152,13,2024-01-15,Direct Mail,83535,2391,146,2750.19,19986.62
20000153,17,2024-01-01,Direct Mail,61118,1359,37,238.88,5971.25
20000154,24,2024-01-12,Social,25586,671,47,3192.69,4028.86
20000155,37,2024-01-13,Email,22223,446,30,1787.14,5992.79
20000156,7,2024-01-13,Social,50578,2133,89,607.88,13306.91
20000157,22,2024-01-12,Email,17107,420,15,664.32,2154.02
20000158,10,2024-01-29,Direct Mail,31754,666,63,462.3,4818.32
20000159,32,2024-01-19,Direct Mail,6457,147,10,1311.27,1316.99
20000160,40,2024-01-16,Social,37466,1471,37,1333.34,6622.67
20000161,23,2024-01-21,Direct Mail,35950,1208,78,805.74,7483.67
20000162,30,2024-01-13,PPC,5521,147,8,2973.64,923.43
20000163,48,2024-01-07,TV,2462,84,4,4472.75,272.42
20000164,1,2024-01-06,Display,19709,876,73,2284.84,11673.12
20000165,44,2024-01-08,PPC,45190,997,52,2408.23,5119.1
20000166,32,2024-01-30,PPC,56793,1084,94,516.65,16095.61
20000167,21,2024-01-01,Social,36264,1628,126,3804.45,11323.18
20000168,51,2024-01-06,Social,35656,1648,148,2663.95,29372.59
20000169,29,2024-01-31,Email,35016,1404,82,2155.98,15220.26
20000170,60,2024-01-24,Direct Mail,9150,278,14,2778.99,1974.36
20000171,39,2024-01-04,Display,31327,1217,44,849.98,2517.44
20000172,11,2024-01-17,Email,7749,199,10,285.41,1158.02
20000173,49,2024-01-09,Radio,13471,224,7,569.49,589.89
20000174,43,2024-01-02,Display,57884,2565,140,529.03,22180.62
20000175,45,2024-01-23,TV,40043,1001,58,3500.52,6180.19
20000176,23,2024-01-12,Social,64764,2818,63,533.46,6842.39
20000177,32,2024-01-06,Display,57255,1917,120,889.54,18112.8
20000178,42,2024-01-01,PPC,5048,58,3,494.58,529.36
20000179,34,2024-01-22,Radio,6377,291,19,722.97,2850.35
20000180,37,2024-01-23,TV,17074,223,20,165.27,3472.82
20000181,45,2024-01-28,Direct Mail,64131,2848,148,2634.14,11796.75
20000182,34,2024-01-06,Email,69618,2948,264,4399.34,19894.41
20000183,25,2024-01-15,Display,37886,1526,102,4262.49,15715.7
20000184,12,2024-01-26,Display,29754,1108,23,2373.77,4545.63
20000185,18,2024-01-30,Direct Mail,16731,211,11,1425.28,1376.91
20000186,32,2024-01-04,Email,59242,2706,149,3037.99,29099.32
20000187,44,2024-01-16,PPC,19234,690,64,836.11,6422.11
20000188,35,2024-01-13,Radio,5095,141,13,4332.84,2120.3
20000189,25,2024-01-22,TV,3120,87,8,4431.71,1503.38
20000190,17,2024-01-19,Radio,24761,850,44,1469.28,3921.62
20000191,18,2024-01-27,TV,69380,2653,166,1162.76,21944.52
20000192,40,2024-01-07,Display,55527,2445,199,396.27,26912.8
20000193,56,2024-01-08,PPC,80763,937,73,3252.66,4310.21
20000194,50,2024-01-11,Email,26043,494,26,1331.31,1729.71
20000195,2,2024-01-11,Email,34776,925,66,1875.73,8007.12
20000196,14,2024-01-04,Direct Mail,28085,1017,37,4095.49,5083.18
20000197,60,2024-01-14,TV,5670,66,2,4407.39,128.79
20000198,6,2024-01-11,PPC,15566,373,17,1610.31,2354.91
20000199,5,2024-01-18,Display,24065,1191,35,2427.21,6759.18
20000200,32,2024-01-02,Email,20591,1010,38,458.4,3812.98
20000201,54,2024-01-14,Display,28563,1422,51,2147.82,4985.39
20000202,48,2024-01-27,Radio,20645,906,57,4342.34,4408.34
20000203,30,2024-01-01,Radio,77265,2592,160,1969.55,30862.42
20000204,36,2024-01-09,Display,42765,939,91,1194.35,15805.42
20000205,28,2024-01-10,PPC,12733,365,8,2832.06,1125.65
20000206,57,2024-01-26,TV,37625,1278,99,1370.67,5711.69
20000207,46,2024-01-24,Email,50784,1760,117,2906.0,6722.82
20000208,21,2024-01-22,Email,43204,1855,180,1195.18,24289.8
20000209,22,2024-01-04,Radio,49438,656,39,2581.61,2414.47
20000210,11,2024-01-14,PPC,23311,1045,73,4176.77,14091.5
20000211,10,2024-01-09,Direct Mail,75806,2677,72,2659.6,4538.72
20000212,27,2024-01-05,PPC,49372,2306,69,2914.15,6053.71
20000213,49,2024-01-09,Display,41657,2062,178,3698.35,15181.57
20000214,2,2024-01-13,PPC,38183,886,63,905.69,7577.74
20000215,7,2024-01-15,Radio,78075,1661,74,3075.25,4775.28
20000216,19,2024-01-26,Display,4704,214,18,2624.66,1102.4
20000217,52,2024-01-10,Radio,18752,857,22,4114.0,3607.5
20000218,50,2024-01-30,TV,31628,1511,148,3307.9,22323.87
20000219,30,2024-01-04,Radio,24517,829,44,2172.89,5973.61
20000220,44,2024-01-07,Email,36912,954,57,1315.23,6901.7
20000221,41,2024-01-27,Email,35484,1569,46,2345.81,3089.07
20000222,4,2024-01-05,PPC,56747,1962,39,1407.67,7558.23
20000223,21,2024-01-15,Radio,24122,965,48,169.38,6912.17
20000224,49,2024-01-23,Email,51160,1261,91,2519.75,13777.26
20000225,22,2024-01-15,Radio,46467,2094,207,1524.19,22784.3
20000226,2,2024-01-11,Social,10872,435,10,4190.42,1736.41
20000227,49,2024-01-25,Radio,36010,1102,46,1356.8,7287.47
20000228,47,2024-01-22,Radio,35788,969,37,583.26,7288.92
20000229,12,2024-01-18,PPC,45171,990,30,3513.0,2634.57
20000230,13,2024-01-22,Direct Mail,12275,333,11,2418.15,1984.94
20000231,36,2024-01-25,TV,10183,278,25,1773.5,1643.54
20000232,12,2024-01-28,Direct Mail,82605,1809,60,1849.66,3014.96
20000233,56,2024-01-25,Direct Mail,83725,2460,128,3449.4,21436.74
20000234,4,2024-01-02,PPC,64044,1525,112,1558.9,9610.67
20000235,43,2024-01-20,Display,82304,1846,181,1050.46,13727.19
20000236,29,2024-01-23,Social,20726,522,45,3088.04,2252.95
20000237,4,2024-01-19,Display,82258,1007,51,654.94,3855.36
20000238,59,2024-01-25,TV,9471,430,26,2915.24,2721.23
20000239,51,2024-01-26,TV,66122,2684,144,4161.41,14040.3
20000240,46,2024-01-26,PPC,11982,354,15,4410.14,2279.09
20000241,23,2024-01-21,Radio,42233,632,20,2745.86,3412.55
20000242,44,2024-01-04,Display,79122,3209,310,3597.89,45251.08
20000243,48,2024-01-21,TV,73690,796,79,3309.46,8463.66
20000244,29,2024-01-19,Radio,17149,675,15,3650.61,1839.73
20000245,44,2024-01-07,PPC,65634,1944,151,754.68,19123.43
20000246,4,2024-01-13,Social,70144,1332,91,1673.11,5865.64
20000247,21,2024-01-01,Social,34691,515,14,1533.82,1724.69
20000248,12,2024-01-12,Radio,5491,202,13,3913.69,1416.3
20000249,20,2024-01-24,Direct Mail,78709,2306,213,1703.49,27081.32
20000250,33,2024-01-13,Social,61878,2328,70,918.95,3537.2
20000251,24,2024-01-24,Display,72700,3436,216,2573.39,39594.19
20000252,26,2024-01-21,Direct Mail,47717,1827,57,4080.0,4369.4
20000253,45,2024-01-06,Social,1191,27,2,3269.66,333.84
20000254,38,2024-01-25,Social,64333,2519,238,2100.02,29310.76
20000255,11,2024-01-23,Direct Mail,47024,1342,104,3107.94,14158.05
20000256,47,2024-01-26,Social,77514,1836,132,757.94,8502.66
20000257,33,2024-01-04,Display,81101,3719,95,2263.58,15960.43
20000258,22,2024-01-22,PPC,84217,1644,88,2231.99,8109.65
20000259,45,2024-01-09,Direct Mail,84273,1054,30,684.28,4380.56
20000260,21,2024-01-05,Direct Mail,78849,3137,101,1411.55,5544.89
20000261,48,2024-01-22,PPC,45615,1187,36,3998.72,5996.51
20000262,21,2024-01-05,TV,34401,1323,68,2963.94,12891.4
20000263,44,2024-01-28,Direct Mail,36612,1385,94,278.99,14410.99
20000264,33,2024-01-25,Direct Mail,70301,3461,314,1383.59,51632.22
20000265,28,2024-01-21,Display,65515,700,26,2979.96,2757.73
20000266,44,2024-01-15,Display,31820,777,72,1797.25,8860.95
20000267,6,2024-01-15,TV,41164,656,38,2715.64,3293.02
20000268,39,2024-01-25,Direct Mail,83395,1327,70,4233.88,9370.1
20000269,38,2024-01-19,Social,59987,2683,219,370.35,36404.62
20000270,45,2024-01-24,Email,84911,2648,101,1012.31,20093.11
20000271,13,2024-01-18,Social,12364,494,43,1937.6,5076.19
20000272,50,2024-01-19,Email,31327,1260,63,1915.29,12156.44
20000273,25,2024-01-24,Radio,14355,717,46,3397.31,9058.22
20000274,53,2024-01-24,PPC,69159,1086,91,3387.83,15448.37
20000275,21,2024-01-06,Radio,37367,1797,74,1252.06,8209.55
20000276,19,2024-01-13,PPC,23417,884,28,1746.6,3202.06
20000277,35,2024-01-07,TV,10333,271,18,4171.15,1027.41
20000278,46,2024-01-16,Display,12751,140,6,3265.1,611.27
20000279,1,2024-01-21,TV,26474,933,47,2422.28,6949.33
20000280,43,2024-01-31,PPC,77804,2033,123,4151.76,16275.06
20000281,5,2024-01-29,TV,80825,2793,81,3234.46,12280.87
20000282,1,2024-01-10,Direct Mail,71096,3396,272,823.18,23848.77
20000283,33,2024-01-11,Radio,60488,2821,69,1271.34,9796.28
20000284,16,2024-01-11,Display,39001,1933,97,4390.64,13743.75
20000285,5,2024-01-21,TV,6975,108,5,1977.3,412.29
20000286,49,2024-01-21,Direct Mail,42462,1610,141,1755.93,21001.65
20000287,15,2024-01-02,TV,30719,1312,126,2270.69,25047.17
20000288,49,2024-01-15,Email,44150,693,25,1175.49,1292.6
20000289,49,2024-01-20,Social,33619,1109,58,4417.9,8477.18
20000290,41,2024-01-15,PPC,68308,1275,83,3672.36,5680.42
20000291,3,2024-01-22,Social,41251,1011,51,3467.44,9197.62
20000292,1,2024-01-06,PPC,35765,1040,84,264.91,14227.39
20000293,26,2024-01-22,Radio,79979,1097,74,3515.54,8567.92
20000294,49,2024-01-05,Email,71080,2876,119,1001.59,8360.58
20000295,45,2024-01-15,TV,25690,1028,102,4325.31,5743.8
20000296,14,2024-01-26,TV,61150,1371,125,2637.71,15397.74
20000297,36,2024-01-13,Direct Mail,27174,824,27,1656.23,3097.4
20000298,18,2024-01-29,Social,11549,546,28,3800.49,4084.77
20000299,19,2024-01-04,Direct Mail,79979,2218,87,4042.44,15964.57
20000300,19,2024-01-09,PPC,58436,2583,234,1810.22,44296.24
20000301,9,2024-01-25,Email,81088,1163,64,3000.1,6222.96
20000302,20,2024-01-31,Email,49977,800,28,1085.05,2898.74
20000303,56,2024-01-31,Social,56603,1772,51,2931.55,7901.11
20000304,38,2024-01-07,Display,20494,664,45,1542.3,4638.54
20000305,4,2024-01-16,PPC,21246,390,20,1871.16,1139.95
20000306,31,2024-01-27,Display,74322,1106,51,4405.98,2897.7
20000307,34,2024-01-23,Direct Mail,17200,693,67,750.25,12629.34
20000308,54,2024-01-08,Direct Mail,12567,291,7,2421.97,595.31
20000309,5,2024-01-08,PPC,41515,1135,76,454.8,5276.7
20000310,7,2024-01-10,Social,22949,817,64,1685.19,10692.12
20000311,40,2024-01-31,Email,23047,245,10,169.28,1463.96
20000312,22,2024-01-24,Direct Mail,70065,3273,294,3137.99,47087.18
20000313,24,2024-01-26,PPC,8657,385,34,3086.79,3546.46
20000314,12,2024-01-02,Social,36723,435,12,1954.6,612.79
20000315,12,2024-01-15,Radio,37048,1507,39,3893.98,3064.96
20000316,45,2024-01-29,TV,37273,1245,53,3028.84,10067.36
20000317,35,2024-01-24,Email,68152,1149,88,1028.35,6827.97
20000318,29,2024-01-13,PPC,5092,178,5,1754.01,922.52
20000319,14,2024-01-02,TV,40797,1431,90,4016.87,5615.84
20000320,36,2024-01-13,Direct Mail,20176,259,25,2705.68,3177.4
20000321,26,2024-01-09,Social,39010,669,42,1947.17,6700.65
20000322,54,2024-01-28,TV,70528,2477,130,3777.2,10318.89
20000323,3,2024-01-17,TV,57642,936,44,3751.57,3641.78
20000324,11,2024-01-10,TV,14774,671,52,4434.43,6811.89
20000325,24,2024-01-16,Email,28293,558,27,938.22,2914.92
20000326,45,2024-01-16,Direct Mail,45877,1901,172,1613.89,25593.89
20000327,27,2024-01-14,Display,14833,537,44,359.21,7837.57
20000328,35,2024-01-07,Social,30658,1456,119,1373.09,20070.41
20000329,43,2024-01-17,TV,17045,798,32,3739.86,5552.42
20000330,21,2024-01-11,Radio,32986,724,39,4387.34,4938.9
20000331,59,2024-01-27,Direct Mail,2563,33,1,1773.98,86.49
20000332,29,2024-01-08,TV,41142,1620,42,3132.47,8204.53
20000333,15,2024-01-26,Social,29878,1105,60,4283.11,7271.32
20000334,60,2024-01-28,Direct Mail,46223,1926,144,2448.38,7296.76
20000335,9,2024-01-31,Direct Mail,6970,172,7,3756.43,823.12
20000336,22,2024-01-09,Direct Mail,29151,453,9,227.89,625.64
20000337,16,2024-01-05,PPC,44689,1666,136,4000.8,19717.09
20000338,49,2024-01-30,Direct Mail,71006,2454,100,1818.45,15082.25
20000339,56,2024-01-13,PPC,6948,197,6,1294.4,473.82
20000340,60,2024-01-11,Display,16971,726,60,2090.13,4258.19
20000341,52,2024-01-06,Email,3048,142,8,835.93,1186.65
20000342,38,2024-01-06,Social,25826,649,60,754.89,11159.95
20000343,32,2024-01-13,TV,27409,1311,59,2188.21,3793.41
20000344,40,2024-01-23,Radio,21599,250,20,1049.16,3810.43
20000345,55,2024-01-08,TV,22757,973,73,4009.55,5105.66
20000346,35,2024-01-09,TV,36165,1103,64,2074.97,6903.67
20000347,30,2024-01-21,Display,74415,1303,72,3311.19,9480.52
20000348,59,2024-01-31,Direct Mail,84393,3638,198,770.58,24177.49
20000349,57,2024-01-07,PPC,47428,2318,130,3473.01,24306.32
20000350,33,2024-01-02,Display,16835,613,34,1117.87,3716.88
20000351,55,2024-01-11,Email,18644,562,22,1865.2,1138.62
20000352,49,2024-01-11,Email,29200,1427,112,2304.2,21763.2
20000353,29,2024-01-08,TV,22510,741,40,2270.95,6325.56
20000354,2,2024-01-03,Display,17452,862,76,1630.36,6382.28
20000355,13,2024-01-29,TV,84773,1506,148,1536.05,25040.79
20000356,12,2024-01-14,Email,4847,233,11,2002.53,1701.96
20000357,25,2024-01-15,Display,56474,2162,77,3701.35,8117.19
20000358,26,2024-01-21,Email,24364,984,42,2227.47,3959.89
20000359,7,2024-01-10,Radio,52953,1056,100,145.97,17257.75
20000360,57,2024-01-19,Social,76061,2925,88,1111.03,6406.27
20000361,58,2024-01-24,TV,50872,1950,141,4360.62,14622.88
20000362,47,2024-01-08,Social,68300,2577,211,2641.72,12467.88
20000363,18,2024-01-31,Email,41251,600,24,3116.27,2012.91
20000364,43,2024-01-14,Social,83840,2235,142,172.97,14263.87
20000365,55,2024-01-11,Email,55829,797,33,440.2,2620.6
20000366,8,2024-01-09,TV,33020,1608,103,481.99,10666.97
20000367,54,2024-01-05,Email,66779,1684,89,740.17,10539.86
20000368,30,2024-01-28,PPC,10032,288,9,2528.63,1395.21
20000369,19,2024-01-21,Display,48641,906,81,2932.5,14346.78
20000370,42,2024-01-28,Social,66009,2383,118,555.91,11757.59
20000371,54,2024-01-28,Radio,14473,333,26,4124.32,4587.41
20000372,11,2024-01-22,TV,27685,981,66,1252.48,6725.85
20000373,20,2024-01-07,Social,26087,1063,22,3914.47,3069.26
20000374,51,2024-01-28,Social,4231,149,13,831.77,681.34
20000375,11,2024-01-02,PPC,72962,1155,80,2380.82,14465.86
20000376,38,2024-01-19,Display,67645,2763,113,3957.68,20741.91
20000377,25,2024-01-22,TV,2453,51,4,4123.5,595.36
20000378,21,2024-01-02,Direct Mail,71422,2349,144,3798.07,17169.78
20000379,44,2024-01-17,TV,72761,2282,205,3604.64,15760.37
20000380,26,2024-01-07,Email,70275,1264,113,2922.2,5836.66
20000381,47,2024-01-04,PPC,72752,3310,97,2892.2,13883.37
20000382,17,2024-01-07,PPC,73338,2500,76,2058.05,10601.38
20000383,35,2024-01-15,Radio,48828,1152,54,3147.74,3923.27
20000384,18,2024-01-05,Email,9731,322,11,2480.39,1834.05
20000385,21,2024-01-23,Radio,16094,661,32,503.54,1982.3
20000386,49,2024-01-04,TV,83493,3445,273,256.85,22027.39
20000387,26,2024-01-20,Radio,11537,144,6,1812.83,585.36
20000388,12,2024-01-05,TV,4665,125,4,2390.18,422.66
20000389,12,2024-01-22,Radio,23853,934,77,3591.55,13826.57
20000390,40,2024-01-05,Email,20963,848,68,137.47,9855.71
20000391,28,2024-01-23,PPC,40092,443,36,4103.25,3637.18
20000392,50,2024-01-19,Radio,24046,497,40,2754.35,4256.12
20000393,30,2024-01-27,Social,14335,696,33,3060.73,3257.28
20000394,57,2024-01-31,PPC,24828,536,21,1921.24,1377.68
20000395,28,2024-01-27,Social,56203,2648,200,239.08,11271.01
20000396,15,2024-01-07,Social,34410,1302,73,2442.94,3930.92
20000397,16,2024-01-15,Radio,81797,1770,93,3421.37,14978.5
20000398,25,2024-01-08,TV,73308,3274,261,2725.87,19328.81
20000399,1,2024-01-22,Display,48494,959,60,1949.82,9098.95
20000400,13,2024-01-21,TV,10259,348,25,3802.85,3418.32
20000401,34,2024-01-19,Social,81693,4023,210,1470.85,28642.11
20000402,58,2024-01-06,TV,9893,303,11,2435.63,1070.54
20000403,24,2024-01-10,PPC,45475,2090,83,3523.26,10831.68
20000404,29,2024-01-28,Social,58510,1649,162,882.54,21892.05
20000405,45,2024-01-16,Email,41679,1750,75,2790.76,5321.49
20000406,27,2024-01-07,Radio,44367,1976,93,3483.85,12074.31
20000407,34,2024-01-30,PPC,22013,251,12,1648.31,903.06
